metaheuristica,instancia,id_corrida,config_id,repeticion,semilla,backend_evaluacion_solicitado,backend_evaluacion_real,tiempo_segundos,iteraciones_totales,enfriamientos_ejecutados,aceptadas,mejoras,usar_penalizacion_capacidad,lambda_capacidad,n_iniciales_evaluados,iniciales_infactibles_aceptadas,aceptaciones_solucion_infactible,mejor_solucion_factible_final,costo_solucion_inicial,mejor_costo,mejora_absoluta,mejora_porcentaje_inicial_vs_final,bks_referencia,bks_origen,gap_bks_porcentaje,mejor_solucion_tr_legible,reporte_detalle_deadheading,costo_total_desde_reporte,propuesto_relocate_intra,propuesto_swap_intra,propuesto_2opt_intra,propuesto_relocate_inter,propuesto_swap_inter,propuesto_2opt_star,propuesto_cross_exchange,aceptado_relocate_intra,aceptado_swap_intra,aceptado_2opt_intra,aceptado_relocate_inter,aceptado_swap_inter,aceptado_2opt_star,aceptado_cross_exchange,mejoraron_relocate_intra,mejoraron_swap_intra,mejoraron_2opt_intra,mejoraron_relocate_inter,mejoraron_swap_inter,mejoraron_2opt_star,mejoraron_cross_exchange,trayectoria_mejor_relocate_intra,trayectoria_mejor_swap_intra,trayectoria_mejor_2opt_intra,trayectoria_mejor_relocate_inter,trayectoria_mejor_swap_inter,trayectoria_mejor_2opt_star,trayectoria_mejor_cross_exchange
recocido_simulado,gdb21,gdb21-sa-cfg1-rep1-seed2200143,sa-cfg1,1,2200143,gpu,gpu,0.1797739809999257,2400,60,992,20,True,40.0,1,1,596,True,224.0,220.0,4.0,1.7857142857142856,156.0,BKS,41.02564102564102,R1: D -> TR9 -> TR26 -> TR14 -> D || R2: D -> TR7 -> TR3 -> TR23 -> TR29 -> TR24 -> TR28 -> TR32 -> TR18 -> D || R3: D -> TR20 -> TR6 -> TR15 -> TR4 -> TR27 -> TR17 -> TR25 -> TR33 -> D || R4: D -> TR12 -> TR30 -> TR13 -> TR19 -> TR2 -> D || R5: D -> TR16 -> TR11 -> TR21 -> D || R6: D -> TR1 -> TR5 -> TR31 -> TR10 -> TR22 -> TR8 -> D,"VEHÍCULO #1:
  [SERVICIO] TR9 (1,11) | Costo: 1.0 | Demanda +8.0 = 8.0 / 27.0 [OK]
  [DEADHEADING] 11 -> 6 (para servir TR26 6->10) Caminos: ['11', '6'] (Costo: 3.0)
    - Arco 11 -> 6 | Costo: 3.0
  [SERVICIO] TR26 (6,10) | Costo: 7.0 | Demanda +7.0 = 15.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 2 (para servir TR14 2->8) Caminos: ['10', '8', '2'] (Costo: 2.0)
    - Arco 10 -> 8 | Costo: 1.0
    - Arco 8 -> 2 | Costo: 1.0
  [SERVICIO] TR14 (2,8) | Costo: 1.0 | Demanda +7.0 = 22.0 / 27.0 [OK]
  [RETORNO] 8 -> Depósito 1 Caminos: ['8', '1'] (Costo: 2.0)
    - Arco 8 -> 1 | Costo: 2.0
  TOTAL VEHÍCULO #1: Costo = 16.0 | Demanda = 22.0 / 27.0 [OK]

VEHÍCULO #2:
  [SERVICIO] TR7 (1,9) | Costo: 4.0 | Demanda +6.0 = 6.0 / 27.0 [OK]
  [DEADHEADING] 9 -> 1 (para servir TR3 1->5) Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  [SERVICIO] TR3 (1,5) | Costo: 8.0 | Demanda +2.0 = 8.0 / 27.0 [OK]
  [SERVICIO] TR23 (5,7) | Costo: 4.0 | Demanda +4.0 = 12.0 / 27.0 [OK]
  [SERVICIO] TR29 (7,9) | Costo: 6.0 | Demanda +1.0 = 13.0 / 27.0 [OK]
  [DEADHEADING] 9 -> 6 (para servir TR24 6->7) Caminos: ['9', '6'] (Costo: 4.0)
    - Arco 9 -> 6 | Costo: 4.0
  [SERVICIO] TR24 (6,7) | Costo: 8.0 | Demanda +6.0 = 19.0 / 27.0 [OK]
  [SERVICIO] TR28 (7,8) | Costo: 3.0 | Demanda +5.0 = 24.0 / 27.0 [OK]
  [SERVICIO] TR32 (8,10) | Costo: 1.0 | Demanda +2.0 = 26.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 3 (para servir TR18 3->10) Caminos: ['10', '3'] (Costo: 3.0)
    - Arco 10 -> 3 | Costo: 3.0
  [SERVICIO] TR18 (3,10) | Costo: 3.0 | Demanda +1.0 = 27.0 / 27.0 [OK]
  [RETORNO] 10 -> Depósito 1 Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  TOTAL VEHÍCULO #2: Costo = 50.0 | Demanda = 27.0 / 27.0 [OK]

VEHÍCULO #3:
  [DEADHEADING] 1 -> 4 (para servir TR20 4->7) Caminos: ['1', '2', '4'] (Costo: 3.0)
    - Arco 1 -> 2 | Costo: 1.0
    - Arco 2 -> 4 | Costo: 2.0
  [SERVICIO] TR20 (4,7) | Costo: 8.0 | Demanda +1.0 = 1.0 / 27.0 [OK]
  [DEADHEADING] 7 -> 1 (para servir TR6 1->8) Caminos: ['7', '1'] (Costo: 3.0)
    - Arco 7 -> 1 | Costo: 3.0
  [SERVICIO] TR6 (1,8) | Costo: 2.0 | Demanda +5.0 = 6.0 / 27.0 [OK]
  [DEADHEADING] 8 -> 2 (para servir TR15 2->9) Caminos: ['8', '2'] (Costo: 1.0)
    - Arco 8 -> 2 | Costo: 1.0
  [SERVICIO] TR15 (2,9) | Costo: 6.0 | Demanda +1.0 = 7.0 / 27.0 [OK]
  [DEADHEADING] 9 -> 1 (para servir TR4 1->6) Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  [SERVICIO] TR4 (1,6) | Costo: 6.0 | Demanda +4.0 = 11.0 / 27.0 [OK]
  [SERVICIO] TR27 (6,11) | Costo: 3.0 | Demanda +1.0 = 12.0 / 27.0 [OK]
  [DEADHEADING] 11 -> 3 (para servir TR17 3->6) Caminos: ['11', '1', '2', '3'] (Costo: 3.0)
    - Arco 11 -> 1 | Costo: 1.0
    - Arco 1 -> 2 | Costo: 1.0
    - Arco 2 -> 3 | Costo: 1.0
  [SERVICIO] TR17 (3,6) | Costo: 9.0 | Demanda +2.0 = 14.0 / 27.0 [OK]
  [SERVICIO] TR25 (6,9) | Costo: 4.0 | Demanda +4.0 = 18.0 / 27.0 [OK]
  [SERVICIO] TR33 (9,10) | Costo: 7.0 | Demanda +9.0 = 27.0 / 27.0 [OK]
  [RETORNO] 10 -> Depósito 1 Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  TOTAL VEHÍCULO #3: Costo = 61.0 | Demanda = 27.0 / 27.0 [OK]

VEHÍCULO #4:
  [DEADHEADING] 1 -> 2 (para servir TR12 2->5) Caminos: ['1', '2'] (Costo: 1.0)
    - Arco 1 -> 2 | Costo: 1.0
  [SERVICIO] TR12 (2,5) | Costo: 4.0 | Demanda +5.0 = 5.0 / 27.0 [OK]
  [DEADHEADING] 5 -> 7 (para servir TR30 7->10) Caminos: ['5', '7'] (Costo: 4.0)
    - Arco 5 -> 7 | Costo: 4.0
  [SERVICIO] TR30 (7,10) | Costo: 3.0 | Demanda +7.0 = 12.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 2 (para servir TR13 2->6) Caminos: ['10', '8', '2'] (Costo: 2.0)
    - Arco 10 -> 8 | Costo: 1.0
    - Arco 8 -> 2 | Costo: 1.0
  [SERVICIO] TR13 (2,6) | Costo: 4.0 | Demanda +3.0 = 15.0 / 27.0 [OK]
  [DEADHEADING] 6 -> 3 (para servir TR19 3->11) Caminos: ['6', '2', '3'] (Costo: 5.0)
    - Arco 6 -> 2 | Costo: 4.0
    - Arco 2 -> 3 | Costo: 1.0
  [SERVICIO] TR19 (3,11) | Costo: 6.0 | Demanda +7.0 = 22.0 / 27.0 [OK]
  [DEADHEADING] 11 -> 1 (para servir TR2 1->3) Caminos: ['11', '1'] (Costo: 1.0)
    - Arco 11 -> 1 | Costo: 1.0
  [SERVICIO] TR2 (1,3) | Costo: 7.0 | Demanda +3.0 = 25.0 / 27.0 [OK]
  [RETORNO] 3 -> Depósito 1 Caminos: ['3', '2', '1'] (Costo: 2.0)
    - Arco 3 -> 2 | Costo: 1.0
    - Arco 2 -> 1 | Costo: 1.0
  TOTAL VEHÍCULO #4: Costo = 39.0 | Demanda = 25.0 / 27.0 [OK]

VEHÍCULO #5:
  [DEADHEADING] 1 -> 3 (para servir TR16 3->5) Caminos: ['1', '2', '3'] (Costo: 2.0)
    - Arco 1 -> 2 | Costo: 1.0
    - Arco 2 -> 3 | Costo: 1.0
  [SERVICIO] TR16 (3,5) | Costo: 6.0 | Demanda +9.0 = 9.0 / 27.0 [OK]
  [DEADHEADING] 5 -> 2 (para servir TR11 2->4) Caminos: ['5', '2'] (Costo: 4.0)
    - Arco 5 -> 2 | Costo: 4.0
  [SERVICIO] TR11 (2,4) | Costo: 2.0 | Demanda +8.0 = 17.0 / 27.0 [OK]
  [SERVICIO] TR21 (4,8) | Costo: 9.0 | Demanda +9.0 = 26.0 / 27.0 [OK]
  [RETORNO] 8 -> Depósito 1 Caminos: ['8', '1'] (Costo: 2.0)
    - Arco 8 -> 1 | Costo: 2.0
  TOTAL VEHÍCULO #5: Costo = 25.0 | Demanda = 26.0 / 27.0 [OK]

VEHÍCULO #6:
  [SERVICIO] TR1 (1,2) | Costo: 1.0 | Demanda +6.0 = 6.0 / 27.0 [OK]
  [DEADHEADING] 2 -> 1 (para servir TR5 1->7) Caminos: ['2', '1'] (Costo: 1.0)
    - Arco 2 -> 1 | Costo: 1.0
  [SERVICIO] TR5 (1,7) | Costo: 3.0 | Demanda +3.0 = 9.0 / 27.0 [OK]
  [SERVICIO] TR31 (7,11) | Costo: 2.0 | Demanda +1.0 = 10.0 / 27.0 [OK]
  [DEADHEADING] 11 -> 2 (para servir TR10 2->3) Caminos: ['11', '1', '2'] (Costo: 2.0)
    - Arco 11 -> 1 | Costo: 1.0
    - Arco 1 -> 2 | Costo: 1.0
  [SERVICIO] TR10 (2,3) | Costo: 1.0 | Demanda +7.0 = 17.0 / 27.0 [OK]
  [DEADHEADING] 3 -> 4 (para servir TR22 4->9) Caminos: ['3', '2', '4'] (Costo: 3.0)
    - Arco 3 -> 2 | Costo: 1.0
    - Arco 2 -> 4 | Costo: 2.0
  [SERVICIO] TR22 (4,9) | Costo: 8.0 | Demanda +6.0 = 23.0 / 27.0 [OK]
  [DEADHEADING] 9 -> 1 (para servir TR8 1->10) Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  [SERVICIO] TR8 (1,10) | Costo: 2.0 | Demanda +4.0 = 27.0 / 27.0 [OK]
  [RETORNO] 10 -> Depósito 1 Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  TOTAL VEHÍCULO #6: Costo = 29.0 | Demanda = 27.0 / 27.0 [OK]

COSTO TOTAL DE LA SOLUCIÓN: 220.0",220.0,262,374,381,285,359,363,376,198,254,249,50,109,61,71,3,7,5,1,0,1,3,196,253,249,50,109,61,71
recocido_simulado,gdb21,gdb21-sa-cfg1-rep2-seed2200144,sa-cfg1,2,2200144,gpu,gpu,0.17963653100014199,2400,60,999,23,True,40.0,1,1,394,True,224.0,212.0,12.0,5.357142857142857,156.0,BKS,35.8974358974359,R1: D -> TR1 -> TR17 -> TR26 -> TR6 -> TR3 -> TR23 -> TR29 -> D || R2: D -> TR7 -> TR33 -> TR15 -> TR5 -> TR30 -> D || R3: D -> TR14 -> TR10 -> TR16 -> TR13 -> D || R4: D -> TR11 -> TR21 -> TR22 -> TR25 -> D || R5: D -> TR2 -> TR18 -> TR8 -> TR4 -> TR24 -> TR32 -> TR12 -> TR20 -> TR31 -> D || R6: D -> TR9 -> TR28 -> TR19 -> TR27 -> D,"VEHÍCULO #1:
  [SERVICIO] TR1 (1,2) | Costo: 1.0 | Demanda +6.0 = 6.0 / 27.0 [OK]
  [DEADHEADING] 2 -> 3 (para servir TR17 3->6) Caminos: ['2', '3'] (Costo: 1.0)
    - Arco 2 -> 3 | Costo: 1.0
  [SERVICIO] TR17 (3,6) | Costo: 9.0 | Demanda +2.0 = 8.0 / 27.0 [OK]
  [SERVICIO] TR26 (6,10) | Costo: 7.0 | Demanda +7.0 = 15.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 1 (para servir TR6 1->8) Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  [SERVICIO] TR6 (1,8) | Costo: 2.0 | Demanda +5.0 = 20.0 / 27.0 [OK]
  [DEADHEADING] 8 -> 1 (para servir TR3 1->5) Caminos: ['8', '1'] (Costo: 2.0)
    - Arco 8 -> 1 | Costo: 2.0
  [SERVICIO] TR3 (1,5) | Costo: 8.0 | Demanda +2.0 = 22.0 / 27.0 [OK]
  [SERVICIO] TR23 (5,7) | Costo: 4.0 | Demanda +4.0 = 26.0 / 27.0 [OK]
  [SERVICIO] TR29 (7,9) | Costo: 6.0 | Demanda +1.0 = 27.0 / 27.0 [OK]
  [RETORNO] 9 -> Depósito 1 Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  TOTAL VEHÍCULO #1: Costo = 46.0 | Demanda = 27.0 / 27.0 [OK]

VEHÍCULO #2:
  [SERVICIO] TR7 (1,9) | Costo: 4.0 | Demanda +6.0 = 6.0 / 27.0 [OK]
  [SERVICIO] TR33 (9,10) | Costo: 7.0 | Demanda +9.0 = 15.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 2 (para servir TR15 2->9) Caminos: ['10', '8', '2'] (Costo: 2.0)
    - Arco 10 -> 8 | Costo: 1.0
    - Arco 8 -> 2 | Costo: 1.0
  [SERVICIO] TR15 (2,9) | Costo: 6.0 | Demanda +1.0 = 16.0 / 27.0 [OK]
  [DEADHEADING] 9 -> 1 (para servir TR5 1->7) Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  [SERVICIO] TR5 (1,7) | Costo: 3.0 | Demanda +3.0 = 19.0 / 27.0 [OK]
  [SERVICIO] TR30 (7,10) | Costo: 3.0 | Demanda +7.0 = 26.0 / 27.0 [OK]
  [RETORNO] 10 -> Depósito 1 Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  TOTAL VEHÍCULO #2: Costo = 31.0 | Demanda = 26.0 / 27.0 [OK]

VEHÍCULO #3:
  [DEADHEADING] 1 -> 2 (para servir TR14 2->8) Caminos: ['1', '2'] (Costo: 1.0)
    - Arco 1 -> 2 | Costo: 1.0
  [SERVICIO] TR14 (2,8) | Costo: 1.0 | Demanda +7.0 = 7.0 / 27.0 [OK]
  [DEADHEADING] 8 -> 2 (para servir TR10 2->3) Caminos: ['8', '2'] (Costo: 1.0)
    - Arco 8 -> 2 | Costo: 1.0
  [SERVICIO] TR10 (2,3) | Costo: 1.0 | Demanda +7.0 = 14.0 / 27.0 [OK]
  [SERVICIO] TR16 (3,5) | Costo: 6.0 | Demanda +9.0 = 23.0 / 27.0 [OK]
  [DEADHEADING] 5 -> 2 (para servir TR13 2->6) Caminos: ['5', '2'] (Costo: 4.0)
    - Arco 5 -> 2 | Costo: 4.0
  [SERVICIO] TR13 (2,6) | Costo: 4.0 | Demanda +3.0 = 26.0 / 27.0 [OK]
  [RETORNO] 6 -> Depósito 1 Caminos: ['6', '11', '1'] (Costo: 4.0)
    - Arco 6 -> 11 | Costo: 3.0
    - Arco 11 -> 1 | Costo: 1.0
  TOTAL VEHÍCULO #3: Costo = 22.0 | Demanda = 26.0 / 27.0 [OK]

VEHÍCULO #4:
  [DEADHEADING] 1 -> 2 (para servir TR11 2->4) Caminos: ['1', '2'] (Costo: 1.0)
    - Arco 1 -> 2 | Costo: 1.0
  [SERVICIO] TR11 (2,4) | Costo: 2.0 | Demanda +8.0 = 8.0 / 27.0 [OK]
  [SERVICIO] TR21 (4,8) | Costo: 9.0 | Demanda +9.0 = 17.0 / 27.0 [OK]
  [DEADHEADING] 8 -> 4 (para servir TR22 4->9) Caminos: ['8', '2', '4'] (Costo: 3.0)
    - Arco 8 -> 2 | Costo: 1.0
    - Arco 2 -> 4 | Costo: 2.0
  [SERVICIO] TR22 (4,9) | Costo: 8.0 | Demanda +6.0 = 23.0 / 27.0 [OK]
  [DEADHEADING] 9 -> 6 (para servir TR25 6->9) Caminos: ['9', '6'] (Costo: 4.0)
    - Arco 9 -> 6 | Costo: 4.0
  [SERVICIO] TR25 (6,9) | Costo: 4.0 | Demanda +4.0 = 27.0 / 27.0 [OK]
  [RETORNO] 9 -> Depósito 1 Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  TOTAL VEHÍCULO #4: Costo = 35.0 | Demanda = 27.0 / 27.0 [OK]

VEHÍCULO #5:
  [SERVICIO] TR2 (1,3) | Costo: 7.0 | Demanda +3.0 = 3.0 / 27.0 [OK]
  [SERVICIO] TR18 (3,10) | Costo: 3.0 | Demanda +1.0 = 4.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 1 (para servir TR8 1->10) Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  [SERVICIO] TR8 (1,10) | Costo: 2.0 | Demanda +4.0 = 8.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 1 (para servir TR4 1->6) Caminos: ['10', '1'] (Costo: 2.0)
    - Arco 10 -> 1 | Costo: 2.0
  [SERVICIO] TR4 (1,6) | Costo: 6.0 | Demanda +4.0 = 12.0 / 27.0 [OK]
  [SERVICIO] TR24 (6,7) | Costo: 8.0 | Demanda +6.0 = 18.0 / 27.0 [OK]
  [DEADHEADING] 7 -> 8 (para servir TR32 8->10) Caminos: ['7', '8'] (Costo: 3.0)
    - Arco 7 -> 8 | Costo: 3.0
  [SERVICIO] TR32 (8,10) | Costo: 1.0 | Demanda +2.0 = 20.0 / 27.0 [OK]
  [DEADHEADING] 10 -> 2 (para servir TR12 2->5) Caminos: ['10', '8', '2'] (Costo: 2.0)
    - Arco 10 -> 8 | Costo: 1.0
    - Arco 8 -> 2 | Costo: 1.0
  [SERVICIO] TR12 (2,5) | Costo: 4.0 | Demanda +5.0 = 25.0 / 27.0 [OK]
  [DEADHEADING] 5 -> 4 (para servir TR20 4->7) Caminos: ['5', '2', '4'] (Costo: 6.0)
    - Arco 5 -> 2 | Costo: 4.0
    - Arco 2 -> 4 | Costo: 2.0
  [SERVICIO] TR20 (4,7) | Costo: 8.0 | Demanda +1.0 = 26.0 / 27.0 [OK]
  [SERVICIO] TR31 (7,11) | Costo: 2.0 | Demanda +1.0 = 27.0 / 27.0 [OK]
  [RETORNO] 11 -> Depósito 1 Caminos: ['11', '1'] (Costo: 1.0)
    - Arco 11 -> 1 | Costo: 1.0
  TOTAL VEHÍCULO #5: Costo = 57.0 | Demanda = 27.0 / 27.0 [OK]

VEHÍCULO #6:
  [SERVICIO] TR9 (1,11) | Costo: 1.0 | Demanda +8.0 = 8.0 / 27.0 [OK]
  [DEADHEADING] 11 -> 7 (para servir TR28 7->8) Caminos: ['11', '7'] (Costo: 2.0)
    - Arco 11 -> 7 | Costo: 2.0
  [SERVICIO] TR28 (7,8) | Costo: 3.0 | Demanda +5.0 = 13.0 / 27.0 [OK]
  [DEADHEADING] 8 -> 3 (para servir TR19 3->11) Caminos: ['8', '2', '3'] (Costo: 2.0)
    - Arco 8 -> 2 | Costo: 1.0
    - Arco 2 -> 3 | Costo: 1.0
  [SERVICIO] TR19 (3,11) | Costo: 6.0 | Demanda +7.0 = 20.0 / 27.0 [OK]
  [DEADHEADING] 11 -> 6 (para servir TR27 6->11) Caminos: ['11', '6'] (Costo: 3.0)
    - Arco 11 -> 6 | Costo: 3.0
  [SERVICIO] TR27 (6,11) | Costo: 3.0 | Demanda +1.0 = 21.0 / 27.0 [OK]
  [RETORNO] 11 -> Depósito 1 Caminos: ['11', '1'] (Costo: 1.0)
    - Arco 11 -> 1 | Costo: 1.0
  TOTAL VEHÍCULO #6: Costo = 21.0 | Demanda = 21.0 / 27.0 [OK]

COSTO TOTAL DE LA SOLUCIÓN: 212.0",212.0,293,366,348,302,379,350,362,205,236,238,61,115,62,82,3,4,6,0,6,1,3,205,236,238,61,115,62,82
