approach	metaheuristica	instancia	n_tareas	bks_referencia	bks_origen	gap_bks_porcentaje	repeticion	semilla	mejor_costo	costo_solucion_inicial	mejora_absoluta	mejora_porcentaje	tiempo_segundos	iteraciones_totales	mejoras	mejor_solucion_factible_final	n_resets_kick	costo_total_desde_reporte	parametros	conteo_operadores
solo_p_inter	recocido_simulado	gdb1	22	316.0	BKS	2.2151898734177213	1		323.0	360.0			6.246222134999698	16456	6	True	0	323.0	L_cadena_markov=484; aceptadas=3878; alpha=0.9; alpha_inter=0.8; d_max=30.0; enfriamientos_ejecutados=34; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=27.272727272727273; temperatura_minima_efectiva=1.2396694214876034	relocate_intra:P2297/A693/M0 | swap_intra:P2987/A990/M2 | 2opt_intra:P3038/A1185/M1 | relocate_inter:P1150/A134/M2 | swap_inter:P1361/A332/M0 | 2opt_star:P1357/A249/M1 | cross_exchange:P1446/A249/M0 | or_opt_2:P1393/A34/M0 | or_opt_3:P1427/A12/M0
solo_p_inter	recocido_simulado	gdb1	22	316.0	BKS	1.5822784810126582	2		321.0	360.0			6.496347927008173	20812	7	True	0	321.0	L_cadena_markov=484; aceptadas=4745; alpha=0.9; alpha_inter=0.8; d_max=30.0; enfriamientos_ejecutados=43; max_reheats_sin_mejora=10; n_reheats=2; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=1; temperatura_inicial_efectiva=27.272727272727273; temperatura_minima_efectiva=1.2396694214876034	relocate_intra:P2839/A770/M1 | swap_intra:P3797/A1251/M2 | 2opt_intra:P3865/A1412/M1 | relocate_inter:P1400/A188/M1 | swap_inter:P1762/A431/M0 | 2opt_star:P1729/A338/M2 | cross_exchange:P1795/A289/M0 | or_opt_2:P1886/A58/M0 | or_opt_3:P1739/A8/M0
solo_p_inter	recocido_simulado	gdb1	22	316.0	BKS	2.2151898734177213	3		323.0	360.0			5.821696341998177	15972	7	True	0	323.0	L_cadena_markov=484; aceptadas=3722; alpha=0.9; alpha_inter=0.8; d_max=30.0; enfriamientos_ejecutados=33; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=27.272727272727273; temperatura_minima_efectiva=1.2396694214876034	relocate_intra:P2243/A660/M4 | swap_intra:P2818/A933/M1 | 2opt_intra:P2914/A1014/M1 | relocate_inter:P1133/A132/M0 | swap_inter:P1375/A382/M0 | 2opt_star:P1355/A272/M1 | cross_exchange:P1385/A272/M0 | or_opt_2:P1370/A48/M0 | or_opt_3:P1379/A9/M0
solo_p_inter	recocido_simulado	gdb1	22	316.0	BKS	2.2151898734177213	4		323.0	360.0			5.542057700004079	15972	7	True	0	323.0	L_cadena_markov=484; aceptadas=3497; alpha=0.9; alpha_inter=0.8; d_max=30.0; enfriamientos_ejecutados=33; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=27.272727272727273; temperatura_minima_efectiva=1.2396694214876034	relocate_intra:P2256/A611/M1 | swap_intra:P2838/A884/M0 | 2opt_intra:P2870/A994/M2 | relocate_inter:P1081/A136/M1 | swap_inter:P1378/A321/M1 | 2opt_star:P1420/A265/M1 | cross_exchange:P1384/A236/M1 | or_opt_2:P1355/A44/M0 | or_opt_3:P1390/A6/M0
solo_p_inter	recocido_simulado	gdb1	22	316.0	BKS	2.2151898734177213	5		323.0	360.0			6.395485934001044	15972	7	True	0	323.0	L_cadena_markov=484; aceptadas=3645; alpha=0.9; alpha_inter=0.8; d_max=30.0; enfriamientos_ejecutados=33; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=27.272727272727273; temperatura_minima_efectiva=1.2396694214876034	relocate_intra:P2209/A642/M1 | swap_intra:P2959/A981/M2 | 2opt_intra:P2915/A1018/M2 | relocate_inter:P1050/A117/M0 | swap_inter:P1327/A331/M0 | 2opt_star:P1432/A262/M2 | cross_exchange:P1331/A231/M0 | or_opt_2:P1400/A49/M0 | or_opt_3:P1349/A14/M0
solo_p_inter	recocido_simulado	gdb10	25	275.0	BKS	3.6363636363636362	1		285.0	320.0			11.402610393997747	40625	8	True	0	285.0	L_cadena_markov=625; aceptadas=7803; alpha=0.9; alpha_inter=0.8; d_max=28.0; enfriamientos_ejecutados=65; max_reheats_sin_mejora=10; n_reheats=4; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=1; temperatura_inicial_efectiva=22.4; temperatura_minima_efectiva=0.896	relocate_intra:P5980/A1577/M1 | swap_intra:P7174/A2084/M2 | 2opt_intra:P7226/A2642/M1 | relocate_inter:P2689/A207/M0 | swap_inter:P3433/A589/M3 | 2opt_star:P3415/A361/M0 | cross_exchange:P3619/A291/M1 | or_opt_2:P3508/A50/M0 | or_opt_3:P3581/A2/M0
solo_p_inter	recocido_simulado	gdb10	25	275.0	BKS	8.0	2		297.0	320.0			11.717969571007416	33750	4	True	0	297.0	L_cadena_markov=625; aceptadas=6514; alpha=0.9; alpha_inter=0.8; d_max=28.0; enfriamientos_ejecutados=54; max_reheats_sin_mejora=10; n_reheats=3; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=2; temperatura_inicial_efectiva=22.4; temperatura_minima_efectiva=0.896	relocate_intra:P4968/A1273/M2 | swap_intra:P5898/A1813/M0 | 2opt_intra:P6040/A2188/M1 | relocate_inter:P2181/A180/M0 | swap_inter:P2961/A481/M1 | 2opt_star:P2910/A302/M0 | cross_exchange:P2948/A236/M0 | or_opt_2:P2915/A40/M0 | or_opt_3:P2929/A1/M0
solo_p_inter	recocido_simulado	gdb10	25	275.0	BKS	5.090909090909091	3		289.0	320.0			29.8484848930093	83125	6	True	0	289.0	L_cadena_markov=625; aceptadas=16527; alpha=0.9; alpha_inter=0.8; d_max=28.0; enfriamientos_ejecutados=133; max_reheats_sin_mejora=10; n_reheats=12; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=22.4; temperatura_minima_efectiva=0.896	relocate_intra:P12234/A3336/M2 | swap_intra:P14719/A4387/M2 | 2opt_intra:P14543/A5620/M1 | relocate_inter:P5405/A424/M0 | swap_inter:P7204/A1250/M1 | 2opt_star:P7232/A757/M0 | cross_exchange:P7219/A616/M0 | or_opt_2:P7221/A133/M0 | or_opt_3:P7348/A4/M0
solo_p_inter	recocido_simulado	gdb10	25	275.0	BKS	2.909090909090909	4		283.0	320.0			27.68289594099042	90000	7	True	0	283.0	L_cadena_markov=625; aceptadas=17713; alpha=0.9; alpha_inter=0.8; d_max=28.0; enfriamientos_ejecutados=144; max_reheats_sin_mejora=10; n_reheats=13; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=22.4; temperatura_minima_efectiva=0.896	relocate_intra:P13478/A3776/M0 | swap_intra:P15736/A4756/M0 | 2opt_intra:P15962/A5949/M5 | relocate_inter:P5855/A462/M1 | swap_inter:P7785/A1214/M0 | 2opt_star:P7791/A763/M1 | cross_exchange:P7709/A622/M0 | or_opt_2:P7934/A163/M0 | or_opt_3:P7750/A8/M0
solo_p_inter	recocido_simulado	gdb10	25	275.0	BKS	0.0	5		275.0	320.0			10.02701587100455	27500	4	True	0	275.0	L_cadena_markov=625; aceptadas=4930; alpha=0.9; alpha_inter=0.8; d_max=28.0; enfriamientos_ejecutados=44; max_reheats_sin_mejora=10; n_reheats=2; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=1; temperatura_inicial_efectiva=22.4; temperatura_minima_efectiva=0.896	relocate_intra:P4035/A982/M0 | swap_intra:P4945/A1322/M1 | 2opt_intra:P4801/A1610/M1 | relocate_inter:P1778/A143/M0 | swap_inter:P2402/A394/M1 | 2opt_star:P2327/A232/M0 | cross_exchange:P2400/A206/M1 | or_opt_2:P2404/A40/M0 | or_opt_3:P2408/A1/M0
solo_p_inter	recocido_simulado	gdb12	23	458.0	BKS	9.170305676855897	1		500.0	703.0			6.178725129997474	19044	15	True	0	500.0	L_cadena_markov=529; aceptadas=5261; alpha=0.9; alpha_inter=0.8; d_max=47.0; enfriamientos_ejecutados=36; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=40.869565217391305; temperatura_minima_efectiva=1.776937618147448	relocate_intra:P2405/A944/M3 | swap_intra:P3527/A1794/M2 | 2opt_intra:P3489/A1540/M5 | relocate_inter:P1384/A95/M0 | swap_inter:P1689/A219/M3 | 2opt_star:P1644/A331/M0 | cross_exchange:P1615/A302/M2 | or_opt_2:P1617/A30/M0 | or_opt_3:P1674/A6/M0
solo_p_inter	recocido_simulado	gdb12	23	458.0	BKS	3.4934497816593884	2		474.0	703.0			41.55938555400644	102097	26	True	0	474.0	L_cadena_markov=529; aceptadas=29114; alpha=0.9; alpha_inter=0.8; d_max=47.0; enfriamientos_ejecutados=193; max_reheats_sin_mejora=10; n_reheats=16; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=40.869565217391305; temperatura_minima_efectiva=1.776937618147448	relocate_intra:P12950/A5436/M6 | swap_intra:P19165/A10245/M3 | 2opt_intra:P19130/A8339/M8 | relocate_inter:P7503/A507/M0 | swap_inter:P8709/A1066/M2 | 2opt_star:P8730/A1690/M4 | cross_exchange:P8771/A1715/M2 | or_opt_2:P8594/A95/M1 | or_opt_3:P8545/A21/M0
solo_p_inter	recocido_simulado	gdb12	23	458.0	BKS	12.008733624454148	3		513.0	703.0			5.7861185090005165	15870	33	True	0	513.0	L_cadena_markov=529; aceptadas=4266; alpha=0.9; alpha_inter=0.8; d_max=47.0; enfriamientos_ejecutados=30; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=40.869565217391305; temperatura_minima_efectiva=1.776937618147448	relocate_intra:P1961/A743/M7 | swap_intra:P2926/A1419/M4 | 2opt_intra:P2954/A1275/M11 | relocate_inter:P1192/A84/M1 | swap_inter:P1309/A201/M5 | 2opt_star:P1377/A265/M4 | cross_exchange:P1370/A254/M1 | or_opt_2:P1433/A21/M0 | or_opt_3:P1348/A4/M0
solo_p_inter	recocido_simulado	gdb12	23	458.0	BKS	3.9301310043668125	4		476.0	703.0			4.94945030900999	15870	32	True	0	476.0	L_cadena_markov=529; aceptadas=4474; alpha=0.9; alpha_inter=0.8; d_max=47.0; enfriamientos_ejecutados=30; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=40.869565217391305; temperatura_minima_efectiva=1.776937618147448	relocate_intra:P2006/A852/M5 | swap_intra:P2994/A1628/M5 | 2opt_intra:P2993/A1181/M12 | relocate_inter:P1184/A81/M1 | swap_inter:P1334/A159/M3 | 2opt_star:P1358/A268/M3 | cross_exchange:P1287/A287/M2 | or_opt_2:P1348/A14/M1 | or_opt_3:P1366/A4/M0
solo_p_inter	recocido_simulado	gdb12	23	458.0	BKS	12.663755458515283	5		516.0	703.0			5.809392123992438	15870	19	True	0	516.0	L_cadena_markov=529; aceptadas=4591; alpha=0.9; alpha_inter=0.8; d_max=47.0; enfriamientos_ejecutados=30; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=40.869565217391305; temperatura_minima_efectiva=1.776937618147448	relocate_intra:P2001/A870/M2 | swap_intra:P3054/A1720/M6 | 2opt_intra:P2898/A1201/M5 | relocate_inter:P1178/A78/M1 | swap_inter:P1331/A154/M4 | 2opt_star:P1393/A281/M1 | cross_exchange:P1331/A268/M0 | or_opt_2:P1318/A17/M0 | or_opt_3:P1366/A2/M0
solo_p_inter	recocido_simulado	gdb13	28	536.0	BKS	3.171641791044776	1		553.0	660.0			43.84900505399855	102704	31	True	0	553.0	L_cadena_markov=784; aceptadas=14777; alpha=0.9; alpha_inter=0.8; d_max=22.0; enfriamientos_ejecutados=131; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=15.714285714285714; temperatura_minima_efectiva=0.5612244897959183	relocate_intra:P14079/A3190/M9 | swap_intra:P18432/A4897/M8 | 2opt_intra:P18193/A5888/M12 | relocate_inter:P7623/A3/M0 | swap_inter:P8822/A152/M1 | 2opt_star:P9035/A509/M0 | cross_exchange:P8884/A136/M1 | or_opt_2:P8751/A1/M0 | or_opt_3:P8885/A1/M0
solo_p_inter	recocido_simulado	gdb13	28	536.0	BKS	8.955223880597014	2		584.0	660.0			13.811634162993869	29792	29	True	0	584.0	L_cadena_markov=784; aceptadas=4552; alpha=0.9; alpha_inter=0.8; d_max=22.0; enfriamientos_ejecutados=38; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=15.714285714285714; temperatura_minima_efectiva=0.5612244897959183	relocate_intra:P4193/A1039/M10 | swap_intra:P5251/A1446/M8 | 2opt_intra:P5331/A1822/M8 | relocate_inter:P2130/A2/M0 | swap_inter:P2619/A61/M2 | 2opt_star:P2520/A136/M0 | cross_exchange:P2542/A46/M1 | or_opt_2:P2616/A0/M0 | or_opt_3:P2590/A0/M0
solo_p_inter	recocido_simulado	gdb13	28	536.0	BKS	4.104477611940299	3		558.0	660.0			61.409376497002086	133280	28	True	0	558.0	L_cadena_markov=784; aceptadas=19225; alpha=0.9; alpha_inter=0.8; d_max=22.0; enfriamientos_ejecutados=170; max_reheats_sin_mejora=10; n_reheats=14; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=15.714285714285714; temperatura_minima_efectiva=0.5612244897959183	relocate_intra:P18619/A4031/M7 | swap_intra:P23870/A6245/M7 | 2opt_intra:P24144/A8021/M14 | relocate_inter:P9738/A1/M0 | swap_inter:P11405/A141/M0 | 2opt_star:P11206/A637/M0 | cross_exchange:P11488/A149/M0 | or_opt_2:P11392/A0/M0 | or_opt_3:P11418/A0/M0
solo_p_inter	recocido_simulado	gdb13	28	536.0	BKS	2.6119402985074625	4		550.0	660.0			49.83770705999632	112896	40	True	0	550.0	L_cadena_markov=784; aceptadas=17488; alpha=0.9; alpha_inter=0.8; d_max=22.0; enfriamientos_ejecutados=144; max_reheats_sin_mejora=10; n_reheats=12; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=15.714285714285714; temperatura_minima_efectiva=0.5612244897959183	relocate_intra:P15591/A3497/M7 | swap_intra:P20208/A6175/M18 | 2opt_intra:P20423/A6892/M11 | relocate_inter:P8106/A2/M1 | swap_inter:P9799/A161/M0 | 2opt_star:P9637/A579/M1 | cross_exchange:P9804/A182/M2 | or_opt_2:P9494/A0/M0 | or_opt_3:P9834/A0/M0
solo_p_inter	recocido_simulado	gdb13	28	536.0	BKS	1.8656716417910446	5		546.0	660.0			83.1589248960081	259504	30	True	0	546.0	L_cadena_markov=784; aceptadas=37480; alpha=0.9; alpha_inter=0.8; d_max=22.0; enfriamientos_ejecutados=331; max_reheats_sin_mejora=10; n_reheats=27; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=15.714285714285714; temperatura_minima_efectiva=0.5612244897959183	relocate_intra:P36409/A7984/M9 | swap_intra:P46538/A12652/M6 | 2opt_intra:P46718/A14919/M15 | relocate_inter:P18812/A2/M0 | swap_inter:P22212/A302/M0 | 2opt_star:P22263/A1288/M0 | cross_exchange:P22082/A333/M0 | or_opt_2:P22244/A0/M0 | or_opt_3:P22226/A0/M0
solo_p_inter	recocido_simulado	gdb14	21	100.0	BKS	0.0	1		100.0	121.0			20.621468325000023	56448	13	True	0	100.0	L_cadena_markov=441; aceptadas=11728; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=128; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=5.714285714285714; temperatura_minima_efectiva=0.272108843537415	relocate_intra:P7549/A1964/M1 | swap_intra:P10239/A3529/M3 | 2opt_intra:P10480/A3826/M7 | relocate_inter:P3862/A306/M0 | swap_inter:P4896/A615/M2 | 2opt_star:P4826/A798/M0 | cross_exchange:P4865/A541/M0 | or_opt_2:P4875/A124/M0 | or_opt_3:P4856/A25/M0
solo_p_inter	recocido_simulado	gdb14	21	100.0	BKS	0.0	2		100.0	121.0			4.79840342499665	12789	16	True	0	100.0	L_cadena_markov=441; aceptadas=2572; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=29; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=5.714285714285714; temperatura_minima_efectiva=0.272108843537415	relocate_intra:P1823/A440/M4 | swap_intra:P2379/A803/M3 | 2opt_intra:P2329/A813/M5 | relocate_inter:P845/A71/M0 | swap_inter:P1073/A130/M0 | 2opt_star:P1091/A161/M1 | cross_exchange:P1059/A123/M1 | or_opt_2:P1119/A19/M2 | or_opt_3:P1071/A12/M0
solo_p_inter	recocido_simulado	gdb14	21	100.0	BKS	0.0	3		100.0	121.0			4.6822169789957115	15876	12	True	0	100.0	L_cadena_markov=441; aceptadas=3365; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=36; max_reheats_sin_mejora=10; n_reheats=1; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=5.714285714285714; temperatura_minima_efectiva=0.272108843537415	relocate_intra:P2279/A575/M3 | swap_intra:P2865/A1051/M3 | 2opt_intra:P2940/A1078/M3 | relocate_inter:P993/A70/M0 | swap_inter:P1332/A175/M0 | 2opt_star:P1386/A221/M0 | cross_exchange:P1288/A151/M3 | or_opt_2:P1376/A36/M0 | or_opt_3:P1417/A8/M0
solo_p_inter	recocido_simulado	gdb14	21	100.0	BKS	0.0	4		100.0	121.0			4.8641789499961305	12789	15	True	0	100.0	L_cadena_markov=441; aceptadas=2496; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=29; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=5.714285714285714; temperatura_minima_efectiva=0.272108843537415	relocate_intra:P1753/A409/M2 | swap_intra:P2278/A746/M5 | 2opt_intra:P2266/A776/M6 | relocate_inter:P910/A69/M0 | swap_inter:P1157/A163/M1 | 2opt_star:P1105/A178/M0 | cross_exchange:P1066/A120/M1 | or_opt_2:P1169/A29/M0 | or_opt_3:P1085/A6/M0
solo_p_inter	recocido_simulado	gdb14	21	100.0	BKS	0.0	5		100.0	121.0			5.110987336011021	12789	13	True	0	100.0	L_cadena_markov=441; aceptadas=2713; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=29; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=5.714285714285714; temperatura_minima_efectiva=0.272108843537415	relocate_intra:P1755/A503/M2 | swap_intra:P2274/A752/M4 | 2opt_intra:P2354/A828/M4 | relocate_inter:P852/A89/M1 | swap_inter:P1116/A160/M1 | 2opt_star:P1132/A199/M0 | cross_exchange:P1096/A148/M1 | or_opt_2:P1098/A28/M0 | or_opt_3:P1112/A6/M0
solo_p_inter	recocido_simulado	gdb15	21	58.0	BKS	0.0	1		58.0	64.0			5.006268034005188	12789	3	True	0	58.0	L_cadena_markov=441; aceptadas=2009; alpha=0.9; alpha_inter=0.8; d_max=2.0; enfriamientos_ejecutados=29; max_reheats_sin_mejora=10; n_reheats=0; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=0; temperatura_inicial_efectiva=1.9047619047619047; temperatura_minima_efectiva=0.09070294784580499	relocate_intra:P1770/A305/M1 | swap_intra:P2325/A491/M2 | 2opt_intra:P2308/A532/M0 | relocate_inter:P877/A86/M0 | swap_inter:P1082/A150/M0 | 2opt_star:P1085/A190/M0 | cross_exchange:P1107/A146/M0 | or_opt_2:P1133/A74/M0 | or_opt_3:P1102/A35/M0
solo_p_inter	recocido_simulado	gdb15	21	58.0	BKS	0.0	2		58.0	64.0			17.241016396001214	57771	2	True	0	58.0	L_cadena_markov=441; aceptadas=8417; alpha=0.9; alpha_inter=0.8; d_max=2.0; enfriamientos_ejecutados=131; max_reheats_sin_mejora=10; n_reheats=12; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=1.9047619047619047; temperatura_minima_efectiva=0.09070294784580499	relocate_intra:P8215/A1223/M0 | swap_intra:P10274/A2118/M0 | 2opt_intra:P10221/A2488/M0 | relocate_inter:P3785/A284/M0 | swap_inter:P5220/A525/M0 | 2opt_star:P4945/A797/M0 | cross_exchange:P4953/A547/M2 | or_opt_2:P4985/A262/M0 | or_opt_3:P5173/A173/M0
solo_p_inter	recocido_simulado	gdb15	21	58.0	BKS	0.0	3		58.0	64.0			24.304175340992515	65709	3	True	0	58.0	L_cadena_markov=441; aceptadas=9600; alpha=0.9; alpha_inter=0.8; d_max=2.0; enfriamientos_ejecutados=149; max_reheats_sin_mejora=10; n_reheats=13; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=1.9047619047619047; temperatura_minima_efectiva=0.09070294784580499	relocate_intra:P9344/A1406/M0 | swap_intra:P11833/A2332/M0 | 2opt_intra:P11897/A2879/M1 | relocate_inter:P4297/A343/M0 | swap_inter:P5634/A563/M1 | 2opt_star:P5715/A953/M0 | cross_exchange:P5735/A595/M0 | or_opt_2:P5626/A330/M1 | or_opt_3:P5628/A199/M0
solo_p_inter	recocido_simulado	gdb15	21	58.0	BKS	0.0	4		58.0	64.0			18.506606712995563	55566	3	True	0	58.0	L_cadena_markov=441; aceptadas=8329; alpha=0.9; alpha_inter=0.8; d_max=2.0; enfriamientos_ejecutados=126; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=1.9047619047619047; temperatura_minima_efectiva=0.09070294784580499	relocate_intra:P7896/A1280/M1 | swap_intra:P10001/A2104/M1 | 2opt_intra:P9997/A2533/M0 | relocate_inter:P3662/A284/M0 | swap_inter:P4823/A451/M1 | 2opt_star:P4755/A814/M0 | cross_exchange:P4851/A457/M0 | or_opt_2:P4815/A253/M0 | or_opt_3:P4766/A153/M0
solo_p_inter	recocido_simulado	gdb15	21	58.0	BKS	0.0	5		58.0	64.0			20.99018714799604	56889	3	True	0	58.0	L_cadena_markov=441; aceptadas=8597; alpha=0.9; alpha_inter=0.8; d_max=2.0; enfriamientos_ejecutados=129; max_reheats_sin_mejora=10; n_reheats=12; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=1.9047619047619047; temperatura_minima_efectiva=0.09070294784580499	relocate_intra:P8177/A1305/M0 | swap_intra:P10237/A2155/M1 | 2opt_intra:P10242/A2536/M1 | relocate_inter:P3730/A302/M0 | swap_inter:P4942/A500/M0 | 2opt_star:P4860/A774/M0 | cross_exchange:P4873/A579/M1 | or_opt_2:P4830/A259/M0 | or_opt_3:P4998/A187/M0
solo_p_inter	recocido_simulado	gdb16	28	127.0	BKS	0.0	1		127.0	141.0			48.377058924001176	102704	19	True	0	127.0	L_cadena_markov=784; aceptadas=15308; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=131; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=4.285714285714286; temperatura_minima_efectiva=0.15306122448979592	relocate_intra:P14619/A3178/M3 | swap_intra:P18220/A4736/M8 | 2opt_intra:P18261/A5898/M8 | relocate_inter:P7112/A181/M0 | swap_inter:P8885/A428/M0 | 2opt_star:P8853/A582/M0 | cross_exchange:P8975/A277/M0 | or_opt_2:P8924/A27/M0 | or_opt_3:P8855/A1/M0
solo_p_inter	recocido_simulado	gdb16	28	127.0	BKS	3.149606299212598	2		131.0	141.0			44.291964464995544	101920	15	True	0	131.0	L_cadena_markov=784; aceptadas=15595; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=130; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=4.285714285714286; temperatura_minima_efectiva=0.15306122448979592	relocate_intra:P14869/A3273/M3 | swap_intra:P17972/A4936/M4 | 2opt_intra:P18176/A5964/M7 | relocate_inter:P7184/A177/M0 | swap_inter:P8688/A446/M0 | 2opt_star:P8607/A532/M0 | cross_exchange:P8828/A241/M1 | or_opt_2:P8853/A26/M0 | or_opt_3:P8743/A0/M0
solo_p_inter	recocido_simulado	gdb16	28	127.0	BKS	0.0	3		127.0	141.0			47.786710398999276	101136	27	True	0	127.0	L_cadena_markov=784; aceptadas=15373; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=129; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=4.285714285714286; temperatura_minima_efectiva=0.15306122448979592	relocate_intra:P14542/A3134/M6 | swap_intra:P18119/A4926/M9 | 2opt_intra:P17978/A5867/M7 | relocate_inter:P7051/A188/M1 | swap_inter:P8727/A432/M1 | 2opt_star:P8711/A556/M2 | cross_exchange:P8698/A253/M1 | or_opt_2:P8664/A14/M0 | or_opt_3:P8646/A3/M0
solo_p_inter	recocido_simulado	gdb16	28	127.0	BKS	0.0	4		127.0	141.0			41.094969922007294	102704	21	True	0	127.0	L_cadena_markov=784; aceptadas=15066; alpha=0.9; alpha_inter=0.8; d_max=6.0; enfriamientos_ejecutados=131; max_reheats_sin_mejora=10; n_reheats=11; p_inter=0.5; patience=10; reheat_factor=0.5; reheats_sin_mejora_global=10; temperatura_inicial_efectiva=4.285714285714286; temperatura_minima_efectiva=0.15306122448979592	relocate_intra:P14882/A3083/M5 | swap_intra:P18146/A4795/M4 | 2opt_intra:P18438/A5786/M8 | relocate_inter:P7157/A189/M0 | swap_inter:P8781/A401/M1 | 2opt_star:P8852/A533/M2 | cross_exchange:P8805/A242/M1 | or_opt_2:P8865/A35/M0 | or_opt_3:P8778/A2/M0
