approach	metaheuristica	instancia	n_tareas	bks_referencia	bks_origen	n_reps	media_gap	std_gap	mejor_gap	peor_gap	mediana_gap	reps_bks_alcanzado	pct_bks_alcanzado	media_tiempo_s	std_tiempo_s	min_tiempo_s	max_tiempo_s	tasa_factible_pct	mejor_costo	media_costo	std_costo	media_iters_totales	media_mejoras	media_n_resets	rango_media_gap_en_approach
pr_aislado	busqueda_abejas_simple	gdb13	28	536.0	BKS	10	5.3358	1.8969	2.9851	8.3955	4.4776	0	0.0	29.13	3.09	24.59	33.50	100.0	552.0	564.60	10.17	560	41.3	10.10	1
pr_aislado	busqueda_abejas_simple	gdb14	21	100.0	BKS	10	3.0000	2.6667	0.0000	10.0000	2.0000	1	10.0	14.46	2.12	12.14	18.38	100.0	100.0	103.00	2.67	420	10.2	10.60	1
pr_aislado	busqueda_abejas_simple	gdb15	21	58.0	BKS	10	0.3448	1.0904	0.0000	3.4483	0.0000	9	90.0	13.59	1.97	11.62	17.18	100.0	58.0	58.20	0.63	420	2.5	12.80	1
pr_aislado	busqueda_abejas_simple	gdb16	28	127.0	BKS	10	4.2520	2.5770	1.5748	7.8740	4.7244	0	0.0	28.83	2.01	26.21	32.29	100.0	129.0	132.40	3.27	560	20.2	14.50	1
pr_aislado	busqueda_abejas_simple	gdb17	28	91.0	BKS	10	0.0000	0.0000	0.0000	0.0000	0.0000	10	100.0	27.40	1.70	23.75	30.30	100.0	91.0	91.00	0.00	560	1.0	17.80	1
pr_aislado	busqueda_abejas_simple	gdb19	11	55.0	BKS	10	4.0000	5.8005	0.0000	14.5455	0.0000	6	60.0	3.03	0.33	2.61	3.74	100.0	55.0	57.20	3.19	220	3.6	6.10	1
pr_aislado	busqueda_abejas_simple	gdb2	26	339.0	BKS	10	4.8083	2.2511	0.0000	7.9646	4.7198	1	10.0	25.81	2.59	22.36	29.97	100.0	339.0	355.30	7.63	520	10.0	13.70	1
pr_aislado	busqueda_abejas_simple	gdb20	22	121.0	BKS	10	4.7107	2.4655	1.6529	8.2645	4.9587	0	0.0	13.42	0.60	12.40	14.14	100.0	123.0	126.70	2.98	440	14.0	11.60	1
pr_aislado	busqueda_abejas_simple	gdb21	33	156.0	BKS	10	7.0513	3.0519	1.9231	12.8205	6.7308	0	0.0	37.81	13.46	22.92	54.63	100.0	159.0	167.00	4.76	660	25.7	17.00	1
pr_aislado	busqueda_abejas_simple	gdb3	22	275.0	BKS	10	6.1818	1.9089	2.9091	8.3636	6.3636	0	0.0	13.74	0.65	12.54	14.73	100.0	283.0	292.00	5.25	440	5.5	12.80	1
pr_aislado	busqueda_abejas_simple	gdb4	19	287.0	BKS	10	5.9930	3.1415	1.7422	9.7561	8.0139	0	0.0	10.39	1.56	8.61	12.89	100.0	292.0	304.20	9.02	380	5.1	10.70	1
pr_aislado	busqueda_abejas_simple	gdb5	26	377.0	BKS	10	2.7586	1.9936	0.0000	6.6313	1.9894	1	10.0	26.84	3.79	22.67	32.97	100.0	377.0	387.40	7.52	520	11.9	14.30	1
pr_aislado	busqueda_abejas_simple	gdb6	22	298.0	BKS	10	4.2953	2.2693	0.0000	8.0537	4.6980	1	10.0	14.01	0.51	12.93	14.68	100.0	298.0	310.80	6.76	440	3.1	13.00	1
pr_aislado	busqueda_abejas_simple	gdb7	22	325.0	BKS	10	1.5077	1.6051	0.0000	4.0000	1.3846	4	40.0	14.34	0.67	13.16	15.25	100.0	325.0	329.90	5.22	440	2.8	12.90	1
pr_aislado	busqueda_abejas_simple	kshs1	15	14661.0	BKS	10	1.9855	2.2925	0.0000	6.8822	1.0470	3	30.0	6.07	0.54	5.44	6.75	100.0	14661.0	14952.10	336.10	300	9.6	7.70	1
pr_aislado	busqueda_abejas_simple	kshs2	15	9863.0	BKS	10	0.3042	0.4302	0.0000	0.9125	0.0000	6	60.0	5.61	0.38	5.21	6.51	100.0	9863.0	9893.00	42.43	300	12.7	7.20	1
pr_aislado	busqueda_abejas_simple	kshs3	15	9320.0	BKS	10	1.4785	1.9031	0.0000	4.9785	0.9335	4	40.0	6.13	0.46	5.35	6.78	100.0	9320.0	9457.80	177.37	300	9.1	8.10	1
pr_aislado	busqueda_abejas_simple	kshs4	15	11498.0	BKS	10	11.5925	3.2812	5.1922	16.1419	11.5542	0	0.0	6.75	1.01	5.11	8.38	100.0	12095.0	12830.90	377.28	300	17.0	7.40	1
pr_aislado	busqueda_abejas_simple	kshs5	15	10957.0	BKS	10	7.0676	2.6796	3.1030	10.3861	8.6338	0	0.0	5.78	0.49	5.23	6.67	100.0	11297.0	11731.40	293.61	300	16.8	7.00	1
pr_aislado	busqueda_abejas_simple	kshs6	15	10197.0	BKS	10	1.7466	2.6251	0.0000	7.1295	1.0591	4	40.0	5.80	0.64	5.04	6.97	100.0	10197.0	10375.10	267.68	300	7.5	7.80	1
pr_aislado	busqueda_tabu_simple	gdb1		316.0	BKS	10	6.5190	6.2249	0.0000	12.3418	7.9114	4	40.0	4.86	0.22	4.49	5.23	100.0	316.0	336.60	19.67	400	2.9	12.10	2
pr_aislado	busqueda_tabu_simple	gdb10		275.0	BKS	10	10.7273	4.0791	3.6364	14.1818	12.7273	0	0.0	5.17	0.35	4.32	5.55	100.0	285.0	304.50	11.22	400	3.1	11.80	4
pr_aislado	busqueda_tabu_simple	gdb12		458.0	BKS	10	24.3013	17.3937	0.4367	44.3231	24.3450	0	0.0	5.88	0.33	5.46	6.55	100.0	460.0	569.30	79.66	400	15.0	11.10	3
pr_aislado	busqueda_tabu_simple	gdb13		536.0	BKS	10	12.2388	4.4020	7.4627	19.0299	11.0075	0	0.0	6.06	0.48	4.97	6.69	100.0	576.0	601.60	23.59	400	22.9	11.00	2
pr_aislado	busqueda_tabu_simple	gdb14		100.0	BKS	10	10.0000	9.3927	0.0000	22.0000	9.5000	2	20.0	4.62	0.26	4.22	4.98	100.0	100.0	110.00	9.39	400	7.4	11.80	3
pr_aislado	busqueda_tabu_simple	gdb15		58.0	BKS	10	5.1724	5.4522	0.0000	10.3448	5.1724	5	50.0	4.56	0.29	4.05	4.96	100.0	58.0	61.00	3.16	400	1.5	12.40	3
pr_aislado	busqueda_tabu_simple	gdb16		127.0	BKS	10	6.9291	4.2126	3.1496	14.1732	6.2992	0	0.0	5.50	0.25	5.07	5.82	100.0	131.0	135.80	5.35	400	12.7	11.60	4
pr_aislado	busqueda_tabu_simple	gdb17		91.0	BKS	10	1.0989	1.1583	0.0000	2.1978	1.0989	5	50.0	5.43	0.75	3.69	6.17	100.0	91.0	92.00	1.05	400	0.5	12.80	3
pr_aislado	busqueda_tabu_simple	gdb19		55.0	BKS	10	14.9091	15.8459	0.0000	32.7273	12.7273	5	50.0	2.93	0.23	2.66	3.36	100.0	55.0	63.20	8.72	400	2.9	12.30	3
pr_aislado	busqueda_tabu_simple	gdb2		339.0	BKS	10	15.3687	12.1127	2.3599	26.8437	15.9292	0	0.0	6.04	0.43	5.50	6.79	100.0	347.0	391.10	41.06	400	6.1	11.20	4
pr_aislado	busqueda_tabu_simple	gdb20		121.0	BKS	10	11.7355	8.7445	3.3058	26.4463	9.5041	0	0.0	4.62	0.36	4.01	5.16	100.0	125.0	135.20	10.58	400	9.0	11.90	3
pr_aislado	busqueda_tabu_simple	gdb21		156.0	BKS	10	12.3077	6.8296	4.4872	20.5128	9.2949	0	0.0	5.44	1.60	3.52	7.93	100.0	163.0	175.20	10.65	400	14.2	11.10	3
pr_aislado	busqueda_tabu_simple	gdb3		275.0	BKS	10	12.1091	9.9601	1.4545	21.4545	14.0000	0	0.0	4.99	0.29	4.61	5.50	100.0	279.0	308.30	27.39	400	4.5	11.90	4
pr_aislado	busqueda_tabu_simple	gdb4		287.0	BKS	10	12.2300	12.1040	0.0000	23.6934	12.8920	3	30.0	4.17	0.45	3.60	5.01	100.0	287.0	322.10	34.74	400	4.8	11.80	4
pr_aislado	busqueda_tabu_simple	gdb5		377.0	BKS	10	17.7188	14.9259	1.5915	31.8302	18.5676	0	0.0	5.84	0.38	5.32	6.47	100.0	383.0	443.80	56.27	400	8.6	11.00	4
pr_aislado	busqueda_tabu_simple	gdb6		298.0	BKS	10	7.2819	5.4456	0.0000	11.7450	10.4027	3	30.0	4.87	0.37	4.21	5.31	100.0	298.0	319.70	16.23	400	1.8	12.50	3
pr_aislado	busqueda_tabu_simple	gdb7		325.0	BKS	10	4.0308	2.6006	1.2308	6.4615	4.6154	0	0.0	4.84	0.29	4.37	5.17	100.0	329.0	338.10	8.45	400	1.8	12.50	3
pr_aislado	busqueda_tabu_simple	kshs1		14661.0	BKS	10	5.9921	6.2493	0.0000	13.3756	5.7193	4	40.0	3.77	0.20	3.36	4.09	100.0	14661.0	15539.50	916.21	400	7.1	12.10	3
pr_aislado	busqueda_tabu_simple	kshs2		9863.0	BKS	10	6.6795	7.4200	0.0000	18.1486	4.2837	5	50.0	3.70	0.42	3.31	4.60	100.0	9863.0	10521.80	731.83	400	8.1	11.90	3
pr_aislado	busqueda_tabu_simple	kshs3		9320.0	BKS	10	5.0708	7.4323	0.0000	21.5451	0.9335	4	40.0	3.88	0.22	3.65	4.22	100.0	9320.0	9792.60	692.69	400	7.7	11.80	3
pr_aislado	busqueda_tabu_simple	kshs4		11498.0	BKS	10	13.6250	9.1499	3.3919	26.1263	11.1280	0	0.0	3.61	0.27	3.15	4.06	100.0	11888.0	13064.60	1052.05	400	13.1	11.70	3
pr_aislado	busqueda_tabu_simple	kshs5		10957.0	BKS	10	10.8597	9.6595	0.0000	24.1124	7.7987	2	20.0	3.36	0.27	2.78	3.64	100.0	10957.0	12146.90	1058.39	400	10.8	11.80	3
pr_aislado	busqueda_tabu_simple	kshs6		10197.0	BKS	10	8.5711	10.1100	0.0000	25.5761	4.8053	5	50.0	3.35	0.22	2.88	3.56	100.0	10197.0	11071.00	1030.92	400	5.5	11.80	3
pr_aislado	cuckoo_search	gdb1	22	316.0	BKS	10	11.8671	1.5011	7.5949	12.3418	12.3418	0	0.0	2.76	0.29	2.33	3.23	100.0	340.0	353.50	4.74	440	1.2	14.00	5
pr_aislado	cuckoo_search	gdb10	25	275.0	BKS	10	14.1818	0.0000	14.1818	14.1818	14.1818	0	0.0	3.26	0.41	2.72	4.06	100.0	314.0	314.00	0.00	500	0.7	16.00	5
pr_aislado	cuckoo_search	gdb12	23	458.0	BKS	10	32.9476	9.9400	17.9039	49.3450	34.1703	0	0.0	3.81	0.50	3.14	4.43	100.0	540.0	608.90	45.53	460	7.8	15.00	5
pr_aislado	cuckoo_search	gdb13	28	536.0	BKS	10	19.6642	7.7605	8.2090	29.1045	21.8284	0	0.0	7.62	1.74	5.82	11.32	90.0	580.0	641.40	41.60	560	8.5	18.00	5
pr_aislado	cuckoo_search	gdb14	21	100.0	BKS	10	18.3000	5.3344	10.0000	27.0000	19.5000	0	0.0	2.67	0.46	2.01	3.39	100.0	110.0	118.30	5.33	420	6.9	14.00	5
pr_aislado	cuckoo_search	gdb15	21	58.0	BKS	10	5.8621	3.2713	0.0000	10.3448	6.8966	1	10.0	2.43	0.30	1.80	2.71	100.0	58.0	61.40	1.90	420	0.7	14.00	5
pr_aislado	cuckoo_search	gdb16	28	127.0	BKS	10	11.3386	4.7996	4.7244	18.8976	11.0236	0	0.0	5.10	0.72	4.08	6.16	100.0	133.0	141.40	6.10	560	4.4	18.00	5
pr_aislado	cuckoo_search	gdb17	28	91.0	BKS	10	1.5385	1.0616	0.0000	2.1978	2.1978	3	30.0	3.82	0.54	3.14	4.86	100.0	91.0	92.40	0.97	560	0.2	18.00	5
pr_aislado	cuckoo_search	gdb19	11	55.0	BKS	10	18.1818	13.9262	0.0000	40.0000	18.1818	2	20.0	1.11	0.28	0.77	1.56	100.0	55.0	65.00	7.66	220	2.5	7.00	4
pr_aislado	cuckoo_search	gdb2	26	339.0	BKS	10	21.2094	5.3178	14.7493	26.8437	21.0914	0	0.0	3.41	0.36	2.90	4.03	100.0	389.0	410.90	18.03	520	1.7	17.00	5
pr_aislado	cuckoo_search	gdb20	22	121.0	BKS	10	20.1653	5.3588	12.3967	28.9256	20.2479	0	0.0	3.05	0.61	2.40	4.46	100.0	136.0	145.40	6.48	440	4.4	14.00	5
pr_aislado	cuckoo_search	gdb21	33	156.0	BKS	10	20.7051	4.7013	16.6667	32.6923	19.2308	0	0.0	5.81	1.35	4.30	7.60	100.0	182.0	188.30	7.33	660	6.9	22.00	5
pr_aislado	cuckoo_search	gdb3	22	275.0	BKS	10	17.3455	5.7803	6.1818	21.4545	20.1818	0	0.0	2.68	0.23	2.28	3.12	100.0	292.0	322.70	15.90	440	1.5	14.00	5
pr_aislado	cuckoo_search	gdb4	19	287.0	BKS	10	19.2683	5.0601	12.1951	23.6934	21.0801	0	0.0	2.10	0.16	1.82	2.29	100.0	322.0	342.30	14.52	380	1.7	12.00	5
pr_aislado	cuckoo_search	gdb5	26	377.0	BKS	10	23.5544	10.3443	6.6313	31.8302	28.1167	0	0.0	3.99	0.53	3.18	5.08	100.0	402.0	465.80	39.00	520	2.9	17.00	5
pr_aislado	cuckoo_search	gdb6	22	298.0	BKS	10	9.3960	2.7627	5.7047	11.7450	10.4027	0	0.0	2.58	0.37	2.08	3.15	100.0	315.0	326.00	8.23	440	0.4	14.00	5
pr_aislado	cuckoo_search	gdb7	22	325.0	BKS	10	5.5692	1.4681	2.7692	6.4615	6.4615	0	0.0	2.71	0.21	2.37	3.19	100.0	334.0	343.10	4.77	440	0.1	14.00	5
pr_aislado	cuckoo_search	kshs1	15	14661.0	BKS	10	9.3268	6.6132	0.4638	20.2169	6.7015	0	0.0	1.78	0.45	1.17	2.61	100.0	14729.0	16028.40	969.56	300	7.2	10.00	5
pr_aislado	cuckoo_search	kshs2	15	9863.0	BKS	10	8.8310	5.6580	0.0000	15.2692	9.2061	1	10.0	1.64	0.25	1.23	2.15	100.0	9863.0	10734.00	558.05	300	6.2	10.00	4
pr_aislado	cuckoo_search	kshs3	15	9320.0	BKS	10	8.5558	4.8921	0.0000	14.4742	10.8906	1	10.0	1.59	0.19	1.24	1.79	100.0	9320.0	10117.40	455.95	300	5.6	10.00	5
pr_aislado	cuckoo_search	kshs4	15	11498.0	BKS	10	19.5521	6.2163	11.4020	29.5530	19.2860	0	0.0	1.96	0.30	1.53	2.53	100.0	12809.0	13746.10	714.75	300	4.9	10.00	5
pr_aislado	cuckoo_search	kshs5	15	10957.0	BKS	10	20.8241	7.0740	10.0575	31.2494	20.3705	0	0.0	1.57	0.22	1.31	2.12	100.0	12059.0	13238.70	775.10	300	6.3	10.00	5
pr_aislado	cuckoo_search	kshs6	15	10197.0	BKS	10	15.4398	6.4625	9.6107	25.5761	12.6900	0	0.0	1.45	0.19	1.18	1.73	100.0	11177.0	11771.40	658.99	300	6.2	10.00	4
pr_aislado	recocido_simulado	gdb1	22	316.0	BKS	10	6.8354	5.8603	0.0000	12.3418	7.2785	2	20.0	10.84	6.60	4.27	17.86	100.0	316.0	337.60	18.52	36397	3.5	0.00	4
pr_aislado	recocido_simulado	gdb10	25	275.0	BKS	10	8.9455	6.1549	0.0000	14.1818	12.0000	2	20.0	20.85	9.50	6.45	34.34	100.0	275.0	299.60	16.93	70750	3.1	0.00	3
pr_aislado	recocido_simulado	gdb12	23	458.0	BKS	10	27.9258	24.1568	0.0000	55.8952	27.6201	1	10.0	18.61	8.75	5.62	24.99	100.0	458.0	585.90	110.64	50308	21.2	0.00	4
pr_aislado	recocido_simulado	gdb13	28	536.0	BKS	10	14.1045	9.7382	0.7463	25.5597	15.4851	0	0.0	30.80	16.78	9.48	61.99	100.0	540.0	611.60	52.20	85848	28.9	0.00	4
pr_aislado	recocido_simulado	gdb14	21	100.0	BKS	10	13.6000	12.6860	0.0000	27.0000	13.0000	1	10.0	12.53	5.86	3.71	17.22	100.0	100.0	113.60	12.69	40925	11.1	0.00	4
pr_aislado	recocido_simulado	gdb15	21	58.0	BKS	10	5.1724	5.4522	0.0000	10.3448	5.1724	5	50.0	14.92	1.43	12.99	17.01	100.0	58.0	61.00	3.16	52303	1.5	0.00	4
pr_aislado	recocido_simulado	gdb16	28	127.0	BKS	10	6.7717	7.3883	0.0000	17.3228	4.7244	5	50.0	34.18	18.66	8.98	68.53	100.0	127.0	135.60	9.38	102390	13.9	0.00	3
pr_aislado	recocido_simulado	gdb17	28	91.0	BKS	10	1.0989	1.1583	0.0000	2.1978	1.0989	5	50.0	30.50	4.78	21.13	36.35	100.0	91.0	92.00	1.05	93139	0.5	0.00	4
pr_aislado	recocido_simulado	gdb19	11	55.0	BKS	10	21.4545	13.2171	3.6364	40.0000	21.8182	0	0.0	2.53	1.10	0.69	4.51	100.0	57.0	66.80	7.27	11447	5.2	0.00	5
pr_aislado	recocido_simulado	gdb2	26	339.0	BKS	10	14.7198	12.8607	0.0000	26.8437	16.2242	1	10.0	20.61	10.32	7.20	30.29	100.0	339.0	388.90	43.60	59623	8.1	0.00	3
pr_aislado	recocido_simulado	gdb20	22	121.0	BKS	10	12.4793	9.8671	0.0000	25.6198	11.1570	1	10.0	10.44	7.00	3.51	18.12	100.0	121.0	136.10	11.94	38042	15.7	0.00	4
pr_aislado	recocido_simulado	gdb21	33	156.0	BKS	10	12.6282	11.3913	0.6410	26.9231	8.9744	0	0.0	22.12	7.13	14.97	30.62	100.0	157.0	175.70	17.77	87882	25.5	0.00	4
pr_aislado	recocido_simulado	gdb3	22	275.0	BKS	10	12.0364	10.0019	0.0000	21.4545	13.2727	1	10.0	11.82	7.40	4.33	20.24	100.0	275.0	308.10	27.51	36832	5.9	0.00	3
pr_aislado	recocido_simulado	gdb4	19	287.0	BKS	10	12.1951	12.1369	0.0000	23.6934	12.7178	3	30.0	7.25	4.42	2.66	12.17	100.0	287.0	322.00	34.83	27075	5.2	0.00	3
pr_aislado	recocido_simulado	gdb5	26	377.0	BKS	10	16.9761	15.6776	1.5915	31.8302	18.0371	0	0.0	17.32	10.93	6.16	29.03	100.0	383.0	441.00	59.10	49686	8.4	0.00	3
pr_aislado	recocido_simulado	gdb6	22	298.0	BKS	10	8.1879	4.2658	0.0000	11.7450	10.0671	1	10.0	18.68	6.87	6.61	32.40	100.0	298.0	322.40	12.71	56338	2.3	0.00	4
pr_aislado	recocido_simulado	gdb7	22	325.0	BKS	10	4.3385	2.3986	0.0000	6.4615	4.9231	1	10.0	15.33	5.78	6.19	22.23	100.0	325.0	339.10	7.80	47674	1.5	0.00	4
pr_aislado	recocido_simulado	kshs1	15	14661.0	BKS	10	8.3050	7.2721	0.0000	19.5144	6.2342	2	20.0	4.65	2.65	1.34	6.99	100.0	14661.0	15878.60	1066.16	17888	9.8	0.00	4
pr_aislado	recocido_simulado	kshs2	15	9863.0	BKS	10	11.4164	11.9609	0.0000	29.7678	7.7917	1	10.0	3.92	2.41	1.37	6.64	100.0	9863.0	10989.00	1179.70	15862	9.5	0.00	5
pr_aislado	recocido_simulado	kshs3	15	9320.0	BKS	10	7.7382	10.5296	0.0000	29.9785	2.6180	3	30.0	5.93	3.31	1.27	12.27	100.0	9320.0	10041.20	981.36	22388	13.0	0.00	4
pr_aislado	recocido_simulado	kshs4	15	11498.0	BKS	10	17.0804	8.7059	4.5312	30.2661	18.0988	0	0.0	5.36	4.59	1.22	16.30	100.0	12019.0	13461.90	1001.00	20565	12.4	0.00	4
pr_aislado	recocido_simulado	kshs5	15	10957.0	BKS	10	14.9265	10.4268	0.0000	29.4059	16.0674	1	10.0	3.82	2.29	1.25	6.72	100.0	10957.0	12592.50	1142.47	16942	10.6	0.00	4
pr_aislado	recocido_simulado	kshs6	15	10197.0	BKS	10	16.1852	14.7650	0.0000	40.2275	16.3676	2	20.0	3.89	2.75	1.14	7.23	100.0	10197.0	11847.40	1505.59	16852	8.7	0.00	5
pr_aislado	tabu_reactiva	gdb1		316.0	BKS	10	6.6772	5.2243	0.0000	12.3418	6.0127	1	10.0	5.71	0.37	5.30	6.56	100.0	316.0	337.10	16.51	440	3.8	7.00	3
pr_aislado	tabu_reactiva	gdb10		275.0	BKS	10	8.1091	5.6414	0.0000	14.1818	6.9091	1	10.0	8.14	0.90	6.73	9.96	100.0	275.0	297.30	15.51	500	4.3	12.70	2
pr_aislado	tabu_reactiva	gdb12		458.0	BKS	10	21.4629	11.3411	8.9520	36.6812	20.1965	0	0.0	7.45	0.35	6.91	8.09	100.0	499.0	556.30	51.94	460	16.8	5.10	2
pr_aislado	tabu_reactiva	gdb13		536.0	BKS	10	12.9664	3.3121	8.0224	18.0970	12.2201	0	0.0	12.44	1.70	10.20	15.23	100.0	579.0	605.50	17.75	560	21.0	9.40	3
pr_aislado	tabu_reactiva	gdb14		100.0	BKS	10	8.8000	7.1616	2.0000	17.0000	7.0000	0	0.0	5.06	0.32	4.48	5.49	100.0	102.0	108.80	7.16	420	9.5	7.10	2
pr_aislado	tabu_reactiva	gdb15		58.0	BKS	10	3.7931	4.4368	0.0000	10.3448	1.7241	5	50.0	4.84	0.38	4.17	5.40	100.0	58.0	60.20	2.57	420	1.9	10.70	2
pr_aislado	tabu_reactiva	gdb16		127.0	BKS	10	4.8031	3.2877	0.0000	10.2362	4.7244	1	10.0	11.65	1.06	10.05	13.34	100.0	127.0	133.10	4.18	560	13.4	13.30	2
pr_aislado	tabu_reactiva	gdb17		91.0	BKS	10	0.4396	0.9267	0.0000	2.1978	0.0000	8	80.0	11.38	0.79	9.84	12.52	100.0	91.0	91.40	0.84	560	0.8	15.00	2
pr_aislado	tabu_reactiva	gdb19		55.0	BKS	10	10.1818	10.6777	0.0000	25.4545	7.2727	4	40.0	0.97	0.06	0.86	1.05	100.0	55.0	60.60	5.87	220	4.3	3.10	2
pr_aislado	tabu_reactiva	gdb2		339.0	BKS	10	12.9794	9.9618	2.3599	23.8938	12.3894	0	0.0	11.44	2.77	8.46	15.51	100.0	347.0	383.00	33.77	520	8.6	8.20	2
pr_aislado	tabu_reactiva	gdb20		121.0	BKS	10	10.1653	6.5776	2.4793	23.9669	9.5041	0	0.0	5.71	0.22	5.26	6.04	100.0	124.0	133.30	7.96	440	11.2	10.80	2
pr_aislado	tabu_reactiva	gdb21		156.0	BKS	10	11.0256	6.3803	3.2051	19.8718	10.5769	0	0.0	14.85	3.03	11.50	18.89	100.0	161.0	173.20	9.95	660	17.5	14.70	2
pr_aislado	tabu_reactiva	gdb3		275.0	BKS	10	7.8909	6.3426	1.4545	21.0909	6.1818	0	0.0	5.85	0.32	5.41	6.27	100.0	279.0	296.70	17.44	440	6.9	7.20	2
pr_aislado	tabu_reactiva	gdb4		287.0	BKS	10	10.8711	8.8572	0.0000	23.3449	10.9756	1	10.0	3.64	0.27	3.08	4.10	100.0	287.0	318.20	25.42	380	5.0	7.10	2
pr_aislado	tabu_reactiva	gdb5		377.0	BKS	10	11.4854	10.4849	0.0000	27.3210	6.1008	1	10.0	10.90	1.92	8.96	13.68	100.0	377.0	420.30	39.53	520	9.3	10.00	2
pr_aislado	tabu_reactiva	gdb6		298.0	BKS	10	5.9396	4.3611	0.0000	11.7450	4.6980	1	10.0	5.84	0.24	5.38	6.27	100.0	298.0	315.70	13.00	440	2.0	8.10	2
pr_aislado	tabu_reactiva	gdb7		325.0	BKS	10	3.0769	2.5331	0.0000	6.4615	4.0000	3	30.0	5.74	0.28	5.37	6.16	100.0	325.0	335.00	8.23	440	2.6	6.70	2
pr_aislado	tabu_reactiva	kshs1		14661.0	BKS	10	4.3912	4.9223	0.4638	11.5886	1.5040	0	0.0	2.04	0.19	1.72	2.32	100.0	14729.0	15304.80	721.66	300	8.2	2.20	2
pr_aislado	tabu_reactiva	kshs2		9863.0	BKS	10	1.4752	2.1927	0.0000	6.8438	0.3042	5	50.0	2.08	0.18	1.83	2.36	100.0	9863.0	10008.50	216.26	300	9.9	3.50	2
pr_aislado	tabu_reactiva	kshs3		9320.0	BKS	10	1.5504	2.8164	0.0000	9.1416	0.4667	5	50.0	2.33	0.31	1.87	2.92	100.0	9320.0	9464.50	262.48	300	8.1	3.10	2
pr_aislado	tabu_reactiva	kshs4		11498.0	BKS	10	12.5152	5.5734	5.1574	23.0562	10.8889	0	0.0	2.10	0.14	1.87	2.29	100.0	12091.0	12937.00	640.83	300	14.3	4.20	2
pr_aislado	tabu_reactiva	kshs5		10957.0	BKS	10	8.7624	5.1699	0.0000	15.5882	8.6064	1	10.0	1.89	0.12	1.69	2.10	100.0	10957.0	11917.10	566.47	300	12.3	5.00	2
pr_aislado	tabu_reactiva	kshs6		10197.0	BKS	10	5.5134	6.5279	0.0000	20.3982	1.8241	1	10.0	2.06	0.13	1.85	2.22	100.0	10197.0	10759.20	665.65	300	7.5	4.90	2
solo_p_inter	busqueda_abejas_simple	gdb1	22	316.0	BKS	5	7.8481	0.4126	7.5949	8.5443	7.5949	0	0.0	1.72	0.16	1.57	1.97	100.0	340.0	340.80	1.30	127	3.2	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb10	25	275.0	BKS	5	15.4909	1.1950	14.1818	16.3636	16.3636	0	0.0	1.31	0.21	1.06	1.62	100.0	314.0	317.60	3.29	85	0.8	0.00	5
solo_p_inter	busqueda_abejas_simple	gdb12	23	458.0	BKS	5	22.3581	7.9126	11.7904	32.9694	22.7074	0	0.0	3.12	0.54	2.34	3.60	100.0	512.0	560.40	36.24	186	21.8	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb13	28	536.0	BKS	5	14.1045	5.4435	8.5821	20.7090	12.1269	0	0.0	4.40	1.48	2.93	6.50	100.0	582.0	611.60	29.18	268	33.6	0.00	3
solo_p_inter	busqueda_abejas_simple	gdb14	21	100.0	BKS	5	8.6000	2.9665	4.0000	12.0000	9.0000	0	0.0	2.12	0.47	1.68	2.86	100.0	104.0	108.60	2.97	156	8.6	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb15	21	58.0	BKS	5	2.7586	1.5421	0.0000	3.4483	3.4483	1	20.0	1.25	0.24	1.03	1.64	100.0	58.0	59.60	0.89	93	1.8	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb16	28	127.0	BKS	5	10.7087	2.5877	7.8740	12.5984	12.5984	0	0.0	2.72	0.39	2.37	3.37	100.0	137.0	140.60	3.29	170	15.8	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb17	28	91.0	BKS	5	1.7582	0.9829	0.0000	2.1978	2.1978	1	20.0	1.38	0.21	1.22	1.73	100.0	91.0	92.60	0.89	90	0.2	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb19	11	55.0	BKS	5	0.7273	1.6262	0.0000	3.6364	0.0000	4	80.0	0.84	0.15	0.68	0.96	100.0	55.0	55.40	0.89	85	4.8	0.00	2
solo_p_inter	busqueda_abejas_simple	gdb2	26	339.0	BKS	5	12.2714	3.9499	8.5546	18.5841	11.7994	0	0.0	2.37	0.27	2.12	2.82	100.0	368.0	380.60	13.39	145	6.8	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb20	22	121.0	BKS	5	13.8843	3.4770	9.0909	17.3554	14.8760	0	0.0	2.13	0.95	0.90	3.45	100.0	132.0	137.80	4.21	160	11.6	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb21	33	156.0	BKS	5	16.6667	2.4410	14.1026	20.5128	16.0256	0	0.0	2.42	0.71	1.42	3.16	100.0	178.0	182.00	3.81	204	17.8	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb3	22	275.0	BKS	5	11.1273	4.7454	6.1818	17.4545	9.8182	0	0.0	1.53	0.33	1.19	1.97	100.0	292.0	305.60	13.05	111	4.4	0.00	4
solo_p_inter	busqueda_abejas_simple	gdb4	19	287.0	BKS	5	13.9373	4.8593	8.0139	19.5122	15.6794	0	0.0	1.03	0.18	0.80	1.26	100.0	310.0	327.00	13.95	86	3.2	0.00	4
