metaheuristica,instancia,bks_referencia,bks_origen,gap_bks_porcentaje,repeticion,semilla,tiempo_segundos,mejor_costo,costo_solucion_inicial,mejora_absoluta,mejora_porcentaje,iteraciones,num_fuentes,limite_abandono,max_iter_sin_mejora,factor_fuentes,factor_abandono,factor_iter,p_inter,p_inter_max_efectivo,usar_penalizacion_capacidad,lambda_capacidad,iteraciones_efectivas,num_fuentes_efectivo,limite_abandono_efectivo,max_iter_sin_mejora_efectivo,n_tareas,propuesto_relocate_intra,propuesto_swap_intra,propuesto_2opt_intra,propuesto_relocate_inter,propuesto_swap_inter,propuesto_2opt_star,propuesto_cross_exchange,propuesto_or_opt_2,propuesto_or_opt_3,aceptado_relocate_intra,aceptado_swap_intra,aceptado_2opt_intra,aceptado_relocate_inter,aceptado_swap_inter,aceptado_2opt_star,aceptado_cross_exchange,aceptado_or_opt_2,aceptado_or_opt_3,mejoraron_relocate_intra,mejoraron_swap_intra,mejoraron_2opt_intra,mejoraron_relocate_inter,mejoraron_swap_inter,mejoraron_2opt_star,mejoraron_cross_exchange,mejoraron_or_opt_2,mejoraron_or_opt_3,trayectoria_mejor_relocate_intra,trayectoria_mejor_swap_intra,trayectoria_mejor_2opt_intra,trayectoria_mejor_relocate_inter,trayectoria_mejor_swap_inter,trayectoria_mejor_2opt_star,trayectoria_mejor_cross_exchange,trayectoria_mejor_or_opt_2,trayectoria_mejor_or_opt_3,iteraciones_totales,iteraciones_sin_mejora_final,scouts_reinicios,mejoras,aceptaciones_solucion_infactible,iteraciones_con_violacion,fraccion_iter_con_violacion,mejor_solucion_factible_final,mejor_solucion_tr_legible,reporte_detalle_deadheading,costo_total_desde_reporte,n_resets_kick,lambda_factor,lambda_actual,lambda_default,num_nidos,pasos_levy_base,factor_nidos,factor_pasos,pa_abandono,beta_levy,num_nidos_efectivo,pasos_levy_efectivo,reemplazos_exitosos,abandonos_totales,experimento,selector,operadores_activos,temperatura_inicial,temperatura_minima,alpha,alpha_inter,patience,reheat_factor,n_reheats,max_reheats_sin_mejora,reheats_sin_mejora_global,d_max,L_cadena_markov,temperatura_inicial_efectiva,temperatura_minima_efectiva,enfriamientos_ejecutados,aceptadas,iteraciones_max,tam_vecindario,tabu_tenure,vecinos_evaluados,iteracion_mejor,aspiraciones,iteraciones_todos_tabu,tenure_inicial,tenure_min_aplicado,tenure_max_aplicado,tenure_final,tenure_promedio,tenure_max_alcanzado,tenure_min_alcanzado,factor_aumento,factor_reduccion,iter_sin_repeticion_para_reducir,umbral_repeticiones_escape,num_movimientos_escape,num_repeticiones_detectadas,num_escapes_realizados,num_aumentos_tenure,num_reducciones_tenure
busqueda_abejas_simple,gdb10,275.0,BKS,66.54545454545455,1,,2.5673926959998425,458.0,515.0,57.0,11.067961165048544,,,,,,,,0.6,0.8,True,75.0,500.0,10.0,15.0,75.0,25.0,1826,2154,0,0,950,932,918,0,0,298,397,0,0,190,67,100,0,0,5,2,0,0,3,0,1,0,0,35,38,0,0,16,8,8,0,0,339,0.0,103.0,11,90.0,142.0,0.4188790560471976,True,R1: D -> TR18 -> TR7 -> TR6 -> TR10 -> TR5 -> TR20 -> TR15 -> D || R2: D -> TR2 -> TR11 -> TR9 -> TR12 -> TR23 -> TR3 -> TR21 -> D || R3: D -> TR13 -> TR17 -> TR22 -> TR24 -> TR1 -> D || R4: D -> TR4 -> TR25 -> TR8 -> TR16 -> TR19 -> TR14 -> D,"VEHÍCULO #1:
  [DEADHEADING] 1 -> 7 (para servir TR18 7->2) Caminos: ['1', '5', '7'] (Costo: 14.0)
    - Arco 1 -> 5 | Costo: 9.0
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR18 (7,2) | Costo: 6.0 | Demanda +1.0 = 1.0 / 10.0 [OK]
  [SERVICIO] TR7 (2,4) | Costo: 18.0 | Demanda +2.0 = 3.0 / 10.0 [OK]
  [DEADHEADING] 4 -> 2 (para servir TR6 2->3) Caminos: ['4', '7', '2'] (Costo: 17.0)
    - Arco 4 -> 7 | Costo: 11.0
    - Arco 7 -> 2 | Costo: 6.0
  [SERVICIO] TR6 (2,3) | Costo: 15.0 | Demanda +1.0 = 4.0 / 10.0 [OK]
  [SERVICIO] TR10 (3,8) | Costo: 18.0 | Demanda +2.0 = 6.0 / 10.0 [OK]
  [DEADHEADING] 8 -> 2 (para servir TR5 2->1) Caminos: ['8', '1', '2'] (Costo: 20.0)
    - Arco 8 -> 1 | Costo: 9.0
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR5 (2,1) | Costo: 11.0 | Demanda +1.0 = 7.0 / 10.0 [OK]
  [DEADHEADING] 1 -> 7 (para servir TR20 7->5) Caminos: ['1', '5', '7'] (Costo: 14.0)
    - Arco 1 -> 5 | Costo: 9.0
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR20 (7,5) | Costo: 5.0 | Demanda +1.0 = 8.0 / 10.0 [OK]
  [SERVICIO] TR15 (5,1) | Costo: 9.0 | Demanda +2.0 = 10.0 / 10.0 [OK]
  [RETORNO] 1 -> Depósito 1 (Costo: 0.0)
  TOTAL VEHÍCULO #1: Costo = 147.0 | Demanda = 10.0 / 10.0 [OK]

VEHÍCULO #2:
  [SERVICIO] TR2 (1,9) | Costo: 4.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 9 -> 3 (para servir TR11 3->9) Caminos: ['9', '3'] (Costo: 6.0)
    - Arco 9 -> 3 | Costo: 6.0
  [SERVICIO] TR11 (3,9) | Costo: 6.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [DEADHEADING] 9 -> 3 (para servir TR9 3->4) Caminos: ['9', '3'] (Costo: 6.0)
    - Arco 9 -> 3 | Costo: 6.0
  [SERVICIO] TR9 (3,4) | Costo: 8.0 | Demanda +2.0 = 5.0 / 10.0 [OK]
  [SERVICIO] TR12 (4,1) | Costo: 7.0 | Demanda +1.0 = 6.0 / 10.0 [OK]
  [DEADHEADING] 1 -> 9 (para servir TR23 9->10) Caminos: ['1', '9'] (Costo: 4.0)
    - Arco 1 -> 9 | Costo: 4.0
  [SERVICIO] TR23 (9,10) | Costo: 19.0 | Demanda +1.0 = 7.0 / 10.0 [OK]
  [DEADHEADING] 10 -> 1 (para servir TR3 1->10) Caminos: ['10', '1'] (Costo: 13.0)
    - Arco 10 -> 1 | Costo: 13.0
  [SERVICIO] TR3 (1,10) | Costo: 13.0 | Demanda +1.0 = 8.0 / 10.0 [OK]
  [DEADHEADING] 10 -> 8 (para servir TR21 8->9) Caminos: ['10', '12', '8'] (Costo: 7.0)
    - Arco 10 -> 12 | Costo: 2.0
    - Arco 12 -> 8 | Costo: 5.0
  [SERVICIO] TR21 (8,9) | Costo: 14.0 | Demanda +2.0 = 10.0 / 10.0 [OK]
  [RETORNO] 9 -> Depósito 1 Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  TOTAL VEHÍCULO #2: Costo = 111.0 | Demanda = 10.0 / 10.0 [OK]

VEHÍCULO #3:
  [DEADHEADING] 1 -> 4 (para servir TR13 4->6) Caminos: ['1', '4'] (Costo: 7.0)
    - Arco 1 -> 4 | Costo: 7.0
  [SERVICIO] TR13 (4,6) | Costo: 10.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [SERVICIO] TR17 (6,11) | Costo: 3.0 | Demanda +2.0 = 4.0 / 10.0 [OK]
  [DEADHEADING] 11 -> 8 (para servir TR22 8->12) Caminos: ['11', '12', '8'] (Costo: 12.0)
    - Arco 11 -> 12 | Costo: 7.0
    - Arco 12 -> 8 | Costo: 5.0
  [SERVICIO] TR22 (8,12) | Costo: 5.0 | Demanda +1.0 = 5.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 10 (para servir TR24 10->12) Caminos: ['12', '10'] (Costo: 2.0)
    - Arco 12 -> 10 | Costo: 2.0
  [SERVICIO] TR24 (10,12) | Costo: 2.0 | Demanda +2.0 = 7.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 1 (para servir TR1 1->8) Caminos: ['12', '8', '1'] (Costo: 14.0)
    - Arco 12 -> 8 | Costo: 5.0
    - Arco 8 -> 1 | Costo: 9.0
  [SERVICIO] TR1 (1,8) | Costo: 9.0 | Demanda +1.0 = 8.0 / 10.0 [OK]
  [RETORNO] 8 -> Depósito 1 Caminos: ['8', '1'] (Costo: 9.0)
    - Arco 8 -> 1 | Costo: 9.0
  TOTAL VEHÍCULO #3: Costo = 73.0 | Demanda = 8.0 / 10.0 [OK]

VEHÍCULO #4:
  [SERVICIO] TR4 (1,11) | Costo: 12.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [SERVICIO] TR25 (11,12) | Costo: 7.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 2 (para servir TR8 2->5) Caminos: ['12', '8', '1', '2'] (Costo: 25.0)
    - Arco 12 -> 8 | Costo: 5.0
    - Arco 8 -> 1 | Costo: 9.0
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR8 (2,5) | Costo: 8.0 | Demanda +2.0 = 5.0 / 10.0 [OK]
  [SERVICIO] TR16 (5,6) | Costo: 15.0 | Demanda +1.0 = 6.0 / 10.0 [OK]
  [DEADHEADING] 6 -> 7 (para servir TR19 7->4) Caminos: ['6', '5', '7'] (Costo: 20.0)
    - Arco 6 -> 5 | Costo: 15.0
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR19 (7,4) | Costo: 11.0 | Demanda +2.0 = 8.0 / 10.0 [OK]
  [SERVICIO] TR14 (4,11) | Costo: 17.0 | Demanda +1.0 = 9.0 / 10.0 [OK]
  [RETORNO] 11 -> Depósito 1 Caminos: ['11', '1'] (Costo: 12.0)
    - Arco 11 -> 1 | Costo: 12.0
  TOTAL VEHÍCULO #4: Costo = 127.0 | Demanda = 9.0 / 10.0 [OK]

COSTO TOTAL DE LA SOLUCIÓN: 458.0",458.0,10,0.5,75.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busqueda_abejas_simple,gdb10,275.0,BKS,69.81818181818183,1,,4.088543792000564,467.0,515.0,48.0,9.320388349514564,,,,,,,,0.6,0.8,True,150.0,500.0,10.0,15.0,75.0,25.0,1662,2058,0,0,1242,1317,1341,0,0,300,370,0,0,236,92,137,0,0,5,3,0,0,1,0,1,0,0,206,240,0,0,199,82,120,0,0,381,0.0,120.0,10,112.0,198.0,0.5196850393700787,True,R1: D -> TR3 -> TR17 -> TR13 -> TR19 -> TR7 -> TR12 -> D || R2: D -> TR4 -> TR18 -> TR6 -> TR9 -> TR14 -> D || R3: D -> TR1 -> TR22 -> TR16 -> TR10 -> TR8 -> TR20 -> TR15 -> D || R4: D -> TR2 -> TR25 -> TR21 -> TR11 -> TR23 -> TR24 -> TR5 -> D,"VEHÍCULO #1:
  [SERVICIO] TR3 (1,10) | Costo: 13.0 | Demanda +1.0 = 1.0 / 10.0 [OK]
  [DEADHEADING] 10 -> 6 (para servir TR17 6->11) Caminos: ['10', '12', '11', '6'] (Costo: 12.0)
    - Arco 10 -> 12 | Costo: 2.0
    - Arco 12 -> 11 | Costo: 7.0
    - Arco 11 -> 6 | Costo: 3.0
  [SERVICIO] TR17 (6,11) | Costo: 3.0 | Demanda +2.0 = 3.0 / 10.0 [OK]
  [DEADHEADING] 11 -> 4 (para servir TR13 4->6) Caminos: ['11', '6', '4'] (Costo: 13.0)
    - Arco 11 -> 6 | Costo: 3.0
    - Arco 6 -> 4 | Costo: 10.0
  [SERVICIO] TR13 (4,6) | Costo: 10.0 | Demanda +2.0 = 5.0 / 10.0 [OK]
  [DEADHEADING] 6 -> 7 (para servir TR19 7->4) Caminos: ['6', '5', '7'] (Costo: 20.0)
    - Arco 6 -> 5 | Costo: 15.0
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR19 (7,4) | Costo: 11.0 | Demanda +2.0 = 7.0 / 10.0 [OK]
  [DEADHEADING] 4 -> 2 (para servir TR7 2->4) Caminos: ['4', '7', '2'] (Costo: 17.0)
    - Arco 4 -> 7 | Costo: 11.0
    - Arco 7 -> 2 | Costo: 6.0
  [SERVICIO] TR7 (2,4) | Costo: 18.0 | Demanda +2.0 = 9.0 / 10.0 [OK]
  [SERVICIO] TR12 (4,1) | Costo: 7.0 | Demanda +1.0 = 10.0 / 10.0 [OK]
  [RETORNO] 1 -> Depósito 1 (Costo: 0.0)
  TOTAL VEHÍCULO #1: Costo = 124.0 | Demanda = 10.0 / 10.0 [OK]

VEHÍCULO #2:
  [SERVICIO] TR4 (1,11) | Costo: 12.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 11 -> 7 (para servir TR18 7->2) Caminos: ['11', '6', '5', '7'] (Costo: 23.0)
    - Arco 11 -> 6 | Costo: 3.0
    - Arco 6 -> 5 | Costo: 15.0
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR18 (7,2) | Costo: 6.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [SERVICIO] TR6 (2,3) | Costo: 15.0 | Demanda +1.0 = 4.0 / 10.0 [OK]
  [SERVICIO] TR9 (3,4) | Costo: 8.0 | Demanda +2.0 = 6.0 / 10.0 [OK]
  [SERVICIO] TR14 (4,11) | Costo: 17.0 | Demanda +1.0 = 7.0 / 10.0 [OK]
  [RETORNO] 11 -> Depósito 1 Caminos: ['11', '1'] (Costo: 12.0)
    - Arco 11 -> 1 | Costo: 12.0
  TOTAL VEHÍCULO #2: Costo = 93.0 | Demanda = 7.0 / 10.0 [OK]

VEHÍCULO #3:
  [SERVICIO] TR1 (1,8) | Costo: 9.0 | Demanda +1.0 = 1.0 / 10.0 [OK]
  [SERVICIO] TR22 (8,12) | Costo: 5.0 | Demanda +1.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 5 (para servir TR16 5->6) Caminos: ['12', '8', '1', '5'] (Costo: 23.0)
    - Arco 12 -> 8 | Costo: 5.0
    - Arco 8 -> 1 | Costo: 9.0
    - Arco 1 -> 5 | Costo: 9.0
  [SERVICIO] TR16 (5,6) | Costo: 15.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [DEADHEADING] 6 -> 3 (para servir TR10 3->8) Caminos: ['6', '4', '3'] (Costo: 18.0)
    - Arco 6 -> 4 | Costo: 10.0
    - Arco 4 -> 3 | Costo: 8.0
  [SERVICIO] TR10 (3,8) | Costo: 18.0 | Demanda +2.0 = 5.0 / 10.0 [OK]
  [DEADHEADING] 8 -> 2 (para servir TR8 2->5) Caminos: ['8', '1', '2'] (Costo: 20.0)
    - Arco 8 -> 1 | Costo: 9.0
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR8 (2,5) | Costo: 8.0 | Demanda +2.0 = 7.0 / 10.0 [OK]
  [DEADHEADING] 5 -> 7 (para servir TR20 7->5) Caminos: ['5', '7'] (Costo: 5.0)
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR20 (7,5) | Costo: 5.0 | Demanda +1.0 = 8.0 / 10.0 [OK]
  [SERVICIO] TR15 (5,1) | Costo: 9.0 | Demanda +2.0 = 10.0 / 10.0 [OK]
  [RETORNO] 1 -> Depósito 1 (Costo: 0.0)
  TOTAL VEHÍCULO #3: Costo = 135.0 | Demanda = 10.0 / 10.0 [OK]

VEHÍCULO #4:
  [SERVICIO] TR2 (1,9) | Costo: 4.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 9 -> 11 (para servir TR25 11->12) Caminos: ['9', '1', '11'] (Costo: 16.0)
    - Arco 9 -> 1 | Costo: 4.0
    - Arco 1 -> 11 | Costo: 12.0
  [SERVICIO] TR25 (11,12) | Costo: 7.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 8 (para servir TR21 8->9) Caminos: ['12', '8'] (Costo: 5.0)
    - Arco 12 -> 8 | Costo: 5.0
  [SERVICIO] TR21 (8,9) | Costo: 14.0 | Demanda +2.0 = 5.0 / 10.0 [OK]
  [DEADHEADING] 9 -> 3 (para servir TR11 3->9) Caminos: ['9', '3'] (Costo: 6.0)
    - Arco 9 -> 3 | Costo: 6.0
  [SERVICIO] TR11 (3,9) | Costo: 6.0 | Demanda +1.0 = 6.0 / 10.0 [OK]
  [SERVICIO] TR23 (9,10) | Costo: 19.0 | Demanda +1.0 = 7.0 / 10.0 [OK]
  [SERVICIO] TR24 (10,12) | Costo: 2.0 | Demanda +2.0 = 9.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 2 (para servir TR5 2->1) Caminos: ['12', '8', '1', '2'] (Costo: 25.0)
    - Arco 12 -> 8 | Costo: 5.0
    - Arco 8 -> 1 | Costo: 9.0
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR5 (2,1) | Costo: 11.0 | Demanda +1.0 = 10.0 / 10.0 [OK]
  [RETORNO] 1 -> Depósito 1 (Costo: 0.0)
  TOTAL VEHÍCULO #4: Costo = 115.0 | Demanda = 10.0 / 10.0 [OK]

COSTO TOTAL DE LA SOLUCIÓN: 467.0",467.0,10,1.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busqueda_abejas_simple,gdb10,275.0,BKS,70.18181818181817,1,,3.1474417810004525,468.0,515.0,47.0,9.12621359223301,,,,,,,,0.6,0.8,True,1500.0,500.0,10.0,15.0,75.0,25.0,775,915,0,0,1875,1757,1798,0,0,145,185,0,0,383,144,203,0,0,0,2,0,0,2,1,1,0,0,126,163,0,0,220,80,123,0,0,356,0.0,116.0,6,167.0,274.0,0.7696629213483146,True,R1: D -> TR13 -> TR17 -> TR10 -> TR6 -> TR11 -> D || R2: D -> TR15 -> TR18 -> TR5 -> TR23 -> TR24 -> TR21 -> D || R3: D -> TR8 -> TR19 -> TR4 -> TR14 -> TR25 -> TR1 -> TR22 -> D || R4: D -> TR9 -> TR20 -> TR16 -> TR2 -> TR7 -> TR12 -> TR3 -> D,"VEHÍCULO #1:
  [DEADHEADING] 1 -> 4 (para servir TR13 4->6) Caminos: ['1', '4'] (Costo: 7.0)
    - Arco 1 -> 4 | Costo: 7.0
  [SERVICIO] TR13 (4,6) | Costo: 10.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [SERVICIO] TR17 (6,11) | Costo: 3.0 | Demanda +2.0 = 4.0 / 10.0 [OK]
  [DEADHEADING] 11 -> 3 (para servir TR10 3->8) Caminos: ['11', '6', '4', '3'] (Costo: 21.0)
    - Arco 11 -> 6 | Costo: 3.0
    - Arco 6 -> 4 | Costo: 10.0
    - Arco 4 -> 3 | Costo: 8.0
  [SERVICIO] TR10 (3,8) | Costo: 18.0 | Demanda +2.0 = 6.0 / 10.0 [OK]
  [DEADHEADING] 8 -> 2 (para servir TR6 2->3) Caminos: ['8', '1', '2'] (Costo: 20.0)
    - Arco 8 -> 1 | Costo: 9.0
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR6 (2,3) | Costo: 15.0 | Demanda +1.0 = 7.0 / 10.0 [OK]
  [SERVICIO] TR11 (3,9) | Costo: 6.0 | Demanda +1.0 = 8.0 / 10.0 [OK]
  [RETORNO] 9 -> Depósito 1 Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  TOTAL VEHÍCULO #1: Costo = 104.0 | Demanda = 8.0 / 10.0 [OK]

VEHÍCULO #2:
  [DEADHEADING] 1 -> 5 (para servir TR15 5->1) Caminos: ['1', '5'] (Costo: 9.0)
    - Arco 1 -> 5 | Costo: 9.0
  [SERVICIO] TR15 (5,1) | Costo: 9.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 1 -> 7 (para servir TR18 7->2) Caminos: ['1', '5', '7'] (Costo: 14.0)
    - Arco 1 -> 5 | Costo: 9.0
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR18 (7,2) | Costo: 6.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [SERVICIO] TR5 (2,1) | Costo: 11.0 | Demanda +1.0 = 4.0 / 10.0 [OK]
  [DEADHEADING] 1 -> 9 (para servir TR23 9->10) Caminos: ['1', '9'] (Costo: 4.0)
    - Arco 1 -> 9 | Costo: 4.0
  [SERVICIO] TR23 (9,10) | Costo: 19.0 | Demanda +1.0 = 5.0 / 10.0 [OK]
  [SERVICIO] TR24 (10,12) | Costo: 2.0 | Demanda +2.0 = 7.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 8 (para servir TR21 8->9) Caminos: ['12', '8'] (Costo: 5.0)
    - Arco 12 -> 8 | Costo: 5.0
  [SERVICIO] TR21 (8,9) | Costo: 14.0 | Demanda +2.0 = 9.0 / 10.0 [OK]
  [RETORNO] 9 -> Depósito 1 Caminos: ['9', '1'] (Costo: 4.0)
    - Arco 9 -> 1 | Costo: 4.0
  TOTAL VEHÍCULO #2: Costo = 97.0 | Demanda = 9.0 / 10.0 [OK]

VEHÍCULO #3:
  [DEADHEADING] 1 -> 2 (para servir TR8 2->5) Caminos: ['1', '2'] (Costo: 11.0)
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR8 (2,5) | Costo: 8.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 5 -> 7 (para servir TR19 7->4) Caminos: ['5', '7'] (Costo: 5.0)
    - Arco 5 -> 7 | Costo: 5.0
  [SERVICIO] TR19 (7,4) | Costo: 11.0 | Demanda +2.0 = 4.0 / 10.0 [OK]
  [DEADHEADING] 4 -> 1 (para servir TR4 1->11) Caminos: ['4', '1'] (Costo: 7.0)
    - Arco 4 -> 1 | Costo: 7.0
  [SERVICIO] TR4 (1,11) | Costo: 12.0 | Demanda +2.0 = 6.0 / 10.0 [OK]
  [DEADHEADING] 11 -> 4 (para servir TR14 4->11) Caminos: ['11', '6', '4'] (Costo: 13.0)
    - Arco 11 -> 6 | Costo: 3.0
    - Arco 6 -> 4 | Costo: 10.0
  [SERVICIO] TR14 (4,11) | Costo: 17.0 | Demanda +1.0 = 7.0 / 10.0 [OK]
  [SERVICIO] TR25 (11,12) | Costo: 7.0 | Demanda +1.0 = 8.0 / 10.0 [OK]
  [DEADHEADING] 12 -> 1 (para servir TR1 1->8) Caminos: ['12', '8', '1'] (Costo: 14.0)
    - Arco 12 -> 8 | Costo: 5.0
    - Arco 8 -> 1 | Costo: 9.0
  [SERVICIO] TR1 (1,8) | Costo: 9.0 | Demanda +1.0 = 9.0 / 10.0 [OK]
  [SERVICIO] TR22 (8,12) | Costo: 5.0 | Demanda +1.0 = 10.0 / 10.0 [OK]
  [RETORNO] 12 -> Depósito 1 Caminos: ['12', '8', '1'] (Costo: 14.0)
    - Arco 12 -> 8 | Costo: 5.0
    - Arco 8 -> 1 | Costo: 9.0
  TOTAL VEHÍCULO #3: Costo = 133.0 | Demanda = 10.0 / 10.0 [OK]

VEHÍCULO #4:
  [DEADHEADING] 1 -> 3 (para servir TR9 3->4) Caminos: ['1', '9', '3'] (Costo: 10.0)
    - Arco 1 -> 9 | Costo: 4.0
    - Arco 9 -> 3 | Costo: 6.0
  [SERVICIO] TR9 (3,4) | Costo: 8.0 | Demanda +2.0 = 2.0 / 10.0 [OK]
  [DEADHEADING] 4 -> 7 (para servir TR20 7->5) Caminos: ['4', '7'] (Costo: 11.0)
    - Arco 4 -> 7 | Costo: 11.0
  [SERVICIO] TR20 (7,5) | Costo: 5.0 | Demanda +1.0 = 3.0 / 10.0 [OK]
  [SERVICIO] TR16 (5,6) | Costo: 15.0 | Demanda +1.0 = 4.0 / 10.0 [OK]
  [DEADHEADING] 6 -> 1 (para servir TR2 1->9) Caminos: ['6', '11', '1'] (Costo: 15.0)
    - Arco 6 -> 11 | Costo: 3.0
    - Arco 11 -> 1 | Costo: 12.0
  [SERVICIO] TR2 (1,9) | Costo: 4.0 | Demanda +2.0 = 6.0 / 10.0 [OK]
  [DEADHEADING] 9 -> 2 (para servir TR7 2->4) Caminos: ['9', '1', '2'] (Costo: 15.0)
    - Arco 9 -> 1 | Costo: 4.0
    - Arco 1 -> 2 | Costo: 11.0
  [SERVICIO] TR7 (2,4) | Costo: 18.0 | Demanda +2.0 = 8.0 / 10.0 [OK]
  [SERVICIO] TR12 (4,1) | Costo: 7.0 | Demanda +1.0 = 9.0 / 10.0 [OK]
  [SERVICIO] TR3 (1,10) | Costo: 13.0 | Demanda +1.0 = 10.0 / 10.0 [OK]
  [RETORNO] 10 -> Depósito 1 Caminos: ['10', '1'] (Costo: 13.0)
    - Arco 10 -> 1 | Costo: 13.0
  TOTAL VEHÍCULO #4: Costo = 134.0 | Demanda = 10.0 / 10.0 [OK]

COSTO TOTAL DE LA SOLUCIÓN: 468.0",468.0,10,10.0,1500.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
